id,coords
643,46.554508:24.572327 46.554653:24.572431
644,46.552419:24.570869 46.552396:24.570946 46.552300:24.571276 46.552201:24.571615 46.552144:24.571816 46.552126:24.571877
645,46.530519:24.588849 46.530440:24.589069 46.530431:24.589095
646,46.530431:24.589095 46.530281:24.589515
647,46.531082:24.592556 46.531172:24.592320 46.531242:24.592111 46.531307:24.591927 46.531370:24.591747
648,46.531370:24.591747 46.531382:24.591710 46.531404:24.591647 46.531414:24.591552 46.531441:24.591399
649,46.531441:24.591399 46.531480:24.591283 46.531520:24.591179 46.531595:24.590965 46.531672:24.590761 46.531733:24.590606 46.531725:24.590587 46.531631:24.590304 46.531614:24.590255 46.531594:24.590198
650,46.531637:24.591569 46.531679:24.591446 46.531768:24.591199 46.531848:24.590978 46.531886:24.591006 46.532088:24.591145 46.532199:24.591221
651,46.531370:24.591747 46.531461:24.591807 46.531503:24.591837
652,46.531503:24.591837 46.531563:24.591880 46.531793:24.592043 46.531917:24.592130
653,46.532307:24.592735 46.532040:24.592543 46.531943:24.592473 46.531930:24.592463 46.531837:24.592390
654,46.532586:24.591936 46.532442:24.591831 46.532313:24.592207 46.532454:24.592309
655,46.532848:24.591193 46.532699:24.591080 46.532580:24.591410 46.532727:24.591523
656,46.537189:24.562827 46.537233:24.562843 46.538055:24.563145 46.538106:24.563164
657,46.538490:24.563948 46.538427:24.564295 46.538319:24.564489 46.538248:24.564621
658,46.538261:24.564925 46.538250:24.564662 46.538248:24.564621
659,46.538727:24.569075 46.538667:24.569075 46.538639:24.569075 46.538504:24.569075
660,46.538504:24.569075 46.538239:24.569075 46.538187:24.569075
661,46.538466:24.569680 46.538460:24.570233
662,46.538460:24.570233 46.538467:24.570775 46.538399:24.570839 46.538404:24.571124 46.538411:24.571234
663,46.538159:24.569899 46.538187:24.569075
664,46.537688:24.572268 46.537707:24.572262 46.537776:24.572241 46.537952:24.572188 46.537971:24.572144 46.538040:24.572067 46.538126:24.572047 46.538383:24.572000
665,46.538383:24.572000 46.538437:24.571990 46.538462:24.571988
666,46.538462:24.571988 46.538480:24.572054 46.538507:24.572814 46.538405:24.572888 46.538377:24.572903
667,46.538377:24.572903 46.538277:24.572958 46.538168:24.573018 46.538047:24.573076 46.538005:24.573097 46.537926:24.573119
668,46.537926:24.573119 46.537788:24.573157
669,46.537859:24.573649 46.537896:24.573898 46.538009:24.574623
670,46.538009:24.574623 46.538038:24.574821
671,46.538038:24.574821 46.538070:24.575035 46.538124:24.575389 46.538147:24.575539
672,46.538147:24.575539 46.538170:24.575748 46.538171:24.575765
673,46.538171:24.575765 46.538181:24.576129 46.538190:24.576481 46.538191:24.576498 46.538198:24.576804 46.538193:24.576839
674,46.538193:24.576839 46.538177:24.576908 46.538172:24.576991 46.538193:24.577241 46.538204:24.577309
675,46.538204:24.577309 46.538260:24.577537
676,46.538260:24.577537 46.538274:24.577602 46.538297:24.577693 46.538316:24.577745 46.538367:24.577842 46.538394:24.577876 46.538760:24.578213 46.538782:24.578233 46.538859:24.578303
677,46.538702:24.576698 46.538473:24.576762 46.538451:24.576768
678,46.538451:24.576768 46.538399:24.576782 46.538214:24.576833 46.538193:24.576839
679,46.539057:24.577673 46.539064:24.577739 46.539069:24.577792 46.539074:24.577835 46.539126:24.578317
680,46.539126:24.578317 46.539172:24.578738
681,46.539172:24.578738 46.539285:24.579788
682,46.539285:24.579788 46.539300:24.579907 46.539317:24.580046
683,46.539317:24.580046 46.539424:24.580973
684,46.539424:24.580973 46.539428:24.581020
685,46.539428:24.581020 46.539570:24.582283
686,46.539570:24.582283 46.539585:24.582413 46.539595:24.582628
687,46.539595:24.582628 46.539597:24.582666 46.539607:24.582936
688,46.539607:24.582936 46.539608:24.583346 46.539590:24.583844
689,46.539590:24.583844 46.539580:24.583998 46.539565:24.584054 46.539530:24.584082 46.539416:24.584066 46.539327:24.584039 46.538926:24.583808 46.538911:24.583799 46.538896:24.583790
690,46.538896:24.583790 46.538892:24.582956
691,46.538892:24.582956 46.538890:24.582639
692,46.538890:24.582639 46.538883:24.581638
693,46.538883:24.581638 46.538877:24.581185
694,46.538877:24.581185 46.538864:24.580079 46.538864:24.580058
695,46.539590:24.583844 46.539616:24.583857 46.539811:24.583958 46.539893:24.584000 46.539924:24.584016
696,46.539595:24.582628 46.539568:24.582629 46.539555:24.582629 46.539211:24.582636
697,46.539211:24.582636 46.538928:24.582639 46.538913:24.582639 46.538890:24.582639
698,46.539704:24.583494 46.539807:24.583053 46.539628:24.582948 46.539607:24.582936
699,46.536568:24.582560 46.536724:24.582373 46.536738:24.582320 46.536901:24.582116 46.536948:24.582099 46.537053:24.581961
700,46.536149:24.582504 46.536216:24.582617
701,46.536216:24.582617 46.536241:24.582657
702,46.536241:24.582657 46.536494:24.583066 46.536543:24.583145 46.536557:24.583166
703,46.534462:24.549344 46.534394:24.549293 46.534379:24.549282 46.534362:24.549269 46.533808:24.548065
704,46.533808:24.548065 46.533467:24.547338 46.533400:24.547240 46.533330:24.547173 46.533296:24.547162 46.533245:24.547147 46.533109:24.547154 46.533025:24.547139 46.532979:24.547109 46.532964:24.547100 46.532920:24.547049
705,46.532920:24.547049 46.532912:24.547040 46.532866:24.546968 46.532789:24.546806 46.532552:24.546281 46.532346:24.545811 46.532253:24.545585
706,46.532253:24.545585 46.532209:24.545476 46.532112:24.545176
707,46.533025:24.551735 46.532993:24.551578 46.532972:24.551452 46.532978:24.551366 46.532988:24.551234 46.532993:24.551208 46.533007:24.551143
708,46.551299:24.565618 46.551308:24.565597 46.551314:24.565583
709,46.551314:24.565583 46.551332:24.565539 46.551380:24.565420
710,46.551650:24.557237 46.551667:24.557278
711,46.551667:24.557278 46.551972:24.558043 46.552033:24.558197
712,46.552033:24.558197 46.552157:24.558487
713,46.552157:24.558487 46.552229:24.558658
714,46.557010:24.564074 46.556973:24.564134
715,46.556834:24.564361 46.556814:24.564397 46.556767:24.564470 46.556574:24.564798
716,46.556574:24.564798 46.556246:24.565409
717,46.559643:24.567747 46.559624:24.568029
718,46.556183:24.576556 46.556081:24.576669 46.555966:24.576674 46.555839:24.576650 46.555636:24.576617
719,46.555636:24.576617 46.555551:24.576605 46.555534:24.576603 46.555428:24.576633
720,46.555428:24.576633 46.555389:24.576671 46.555352:24.576706 46.555287:24.576820 46.555272:24.576969 46.555297:24.577122 46.555366:24.577240 46.555450:24.577330 46.555590:24.577449 46.555604:24.577460 46.555810:24.577634 46.555871:24.577709 46.555918:24.577806 46.555941:24.577921 46.555933:24.578045 46.555916:24.578090
721,46.555916:24.578090 46.555897:24.578144 46.555839:24.578197 46.555762:24.578229 46.555421:24.578201 46.555312:24.578228 46.555228:24.578294 46.555182:24.578415 46.555174:24.578563 46.555217:24.578674 46.555277:24.578746 46.555428:24.578907 46.555477:24.579010 46.555493:24.579134 46.555462:24.579255 46.555415:24.579313 46.555368:24.579345 46.555293:24.579357 46.555230:24.579337 46.555131:24.579267 46.554981:24.579119 46.554851:24.579013 46.554792:24.578949 46.554753:24.578906
722,46.554227:24.575929 46.554279:24.575994 46.554366:24.576149 46.554489:24.576464
723,46.554489:24.576464 46.554695:24.576993 46.554787:24.577230 46.554972:24.577676 46.555018:24.577770 46.555145:24.577926 46.555180:24.577976 46.555189:24.578036 46.555181:24.578113 46.555091:24.578292
724,46.550594:24.554611 46.550531:24.554717 46.550247:24.555172
725,46.550247:24.555172 46.550040:24.555503 46.549966:24.555603 46.549890:24.555676 46.549434:24.556076 46.549365:24.556144
726,46.549365:24.556144 46.549319:24.556190 46.549266:24.556259 46.549223:24.556336 46.549130:24.556531 46.548979:24.556889 46.548916:24.557014 46.548774:24.557217 46.548486:24.557606 46.548353:24.557788 46.548300:24.557876 46.548273:24.557920
727,46.548273:24.557920 46.547981:24.558522 46.547974:24.558614 46.547971:24.558658
728,46.542992:24.532000 46.543055:24.532121
729,46.543055:24.532121 46.543153:24.532312
730,46.543153:24.532312 46.543275:24.532551 46.543381:24.532740
731,46.543381:24.532740 46.543513:24.532969
732,46.524158:24.517822 46.524168:24.517762 46.524187:24.517709 46.524222:24.517658 46.524284:24.517590 46.524461:24.517459 46.524731:24.517299
733,46.524731:24.517299 46.524983:24.517133 46.525062:24.517051 46.525116:24.516957 46.525163:24.516851 46.525200:24.516718 46.525264:24.516451 46.525319:24.516110
734,46.525319:24.516110 46.525356:24.515654
735,46.525356:24.515654 46.525357:24.515636 46.525385:24.514885
736,46.525385:24.514885 46.525407:24.513925
737,46.525407:24.513925 46.525407:24.513787
738,46.544067:24.555184 46.544033:24.555363 46.544018:24.555445
739,46.525993:24.539676 46.525920:24.539780 46.525896:24.539814 46.525870:24.539851 46.525528:24.540337 46.525490:24.540391
740,46.525490:24.540391 46.525398:24.540522
741,46.523736:24.533350 46.523756:24.533388
742,46.523756:24.533388 46.523782:24.533439 46.524233:24.534339 46.524243:24.534358 46.524260:24.534392
743,46.524260:24.534392 46.524277:24.534427 46.524286:24.534444 46.524323:24.534514
744,46.524323:24.534514 46.524654:24.535199 46.524672:24.535236
745,46.524672:24.535236 46.524693:24.535277 46.524704:24.535299
746,46.524704:24.535299 46.524728:24.535348 46.525060:24.536020 46.525075:24.536050
747,46.525075:24.536050 46.525087:24.536074 46.525433:24.536745 46.525472:24.536818 46.525493:24.536859 46.525608:24.537081
748,46.525608:24.537081 46.526087:24.536585 46.526099:24.536572 46.526129:24.536541
749,46.531672:24.546626 46.532629:24.548345
750,46.532629:24.548345 46.533178:24.549323
751,46.533876:24.550597 46.533813:24.550495 46.533750:24.550422 46.533697:24.550398 46.533662:24.550396
752,46.545930:24.554792 46.545917:24.554710 46.545915:24.554697 46.545904:24.554605 46.546002:24.552029 46.546003:24.552014 46.546003:24.551992
753,46.553474:24.558085 46.553507:24.557950 46.553589:24.557572 46.553637:24.557366 46.553703:24.557173 46.553829:24.556974 46.553998:24.556751 46.554200:24.556503
754,46.557010:24.564074 46.557063:24.564162 46.557072:24.564177 46.557473:24.564847
755,46.558241:24.565829 46.558622:24.565739 46.558717:24.565594 46.558742:24.565380 46.558839:24.565258
756,46.558479:24.566042 46.559493:24.566957
757,46.557473:24.564847 46.557637:24.564645
758,46.557637:24.564645 46.557675:24.564548 46.557675:24.564432 46.557620:24.564297 46.557544:24.564174 46.557451:24.564038
759,46.560269:24.568174 46.560652:24.568475
760,46.554753:24.568441 46.554783:24.568469 46.554799:24.568484 46.555049:24.568718
761,46.555049:24.568718 46.555071:24.568738 46.555161:24.568826
762,46.558960:24.573787 46.558859:24.573946
763,46.558859:24.573946 46.558796:24.574020 46.558452:24.574345 46.558415:24.574381
764,46.558415:24.574381 46.558100:24.574673
765,46.558100:24.574673 46.558011:24.574770 46.557771:24.575014 46.557719:24.575063
766,46.557719:24.575063 46.557593:24.575186 46.557556:24.575222 46.557501:24.575276
767,46.559341:24.573845 46.559179:24.573498 46.559156:24.573445 46.559084:24.573284
768,46.560340:24.576180 46.560286:24.575974 46.560096:24.575464 46.559949:24.575127 46.559694:24.574668
769,46.558028:24.566090 46.557986:24.566176 46.557709:24.566731
770,46.557709:24.566731 46.557622:24.566907
771,46.557622:24.566907 46.557447:24.567258 46.557438:24.567275
772,46.556010:24.565856 46.556049:24.565895 46.556063:24.565909 46.557398:24.567234 46.557438:24.567275
773,46.554992:24.560659 46.555030:24.560608 46.555100:24.560514 46.555142:24.560475 46.555205:24.560462 46.555326:24.560447 46.555391:24.560442
774,46.555391:24.560442 46.555407:24.560441 46.555605:24.560425 46.555804:24.560409 46.556003:24.560392 46.556201:24.560376
775,46.555075:24.560803 46.555058:24.560823 46.555043:24.560842
776,46.559650:24.567520 46.559659:24.567607 46.559662:24.567635
777,46.553159:24.560668 46.553113:24.560320 46.553106:24.560262
778,46.553070:24.560642 46.552939:24.560675
779,46.552939:24.560675 46.552429:24.560806 46.552366:24.560818 46.552291:24.560815 46.552205:24.560796 46.552177:24.560790 46.552162:24.560787
780,46.554869:24.561059 46.554827:24.561107 46.554075:24.561984
781,46.554075:24.561984 46.553894:24.562195 46.553721:24.562327 46.553692:24.562349
782,46.551208:24.554650 46.551068:24.554710 46.550972:24.554725 46.550884:24.554718 46.550766:24.554709 46.550652:24.554666
783,46.550723:24.555650 46.550801:24.555596 46.550883:24.555594 46.550960:24.555615 46.551044:24.555685
784,46.540167:24.548944 46.540209:24.548889 46.540222:24.548872
785,46.540222:24.548872 46.541252:24.547570 46.541272:24.547544 46.541301:24.547497
786,46.541078:24.554494 46.541116:24.554604
787,46.538070:24.548190 46.538124:24.548283 46.538138:24.548308
788,46.538138:24.548308 46.538865:24.549475
789,46.538865:24.549475 46.539341:24.550243 46.539425:24.550378
790,46.538364:24.547728 46.538823:24.547106
791,46.538823:24.547106 46.538855:24.547064 46.539147:24.546675 46.539435:24.546287
792,46.537491:24.552876 46.537514:24.552844 46.537530:24.552822 46.537551:24.552793 46.538324:24.551737 46.538332:24.551727 46.538341:24.551716 46.538368:24.551684
793,46.536772:24.546106 46.536832:24.546205
794,46.536832:24.546205 46.536851:24.546236 46.537312:24.546988 46.537329:24.547015
795,46.537329:24.547015 46.537341:24.547035 46.537379:24.547098 46.537387:24.547111 46.537678:24.547585 46.537729:24.547668
796,46.537729:24.547668 46.537984:24.548064 46.538000:24.548090 46.538032:24.548140
797,46.538115:24.548016 46.538070:24.547946 46.537813:24.547557
798,46.537813:24.547557 46.537492:24.547037
799,46.537492:24.547037 46.537473:24.547007 46.537414:24.546911
800,46.537414:24.546911 46.537226:24.546606
801,46.537226:24.546606 46.537080:24.546370 46.536938:24.546140 46.536934:24.546134 46.536914:24.546100
802,46.536914:24.546100 46.536853:24.546002
803,46.539617:24.550143 46.539764:24.550589
804,46.539764:24.550589 46.539913:24.551032
805,46.539913:24.551032 46.540152:24.551730
806,46.540152:24.551730 46.540356:24.552329 46.540361:24.552344 46.540376:24.552389
807,46.540376:24.552389 46.540424:24.552547 46.540453:24.552648
808,46.540453:24.552648 46.540518:24.552837 46.540714:24.553414 46.540733:24.553472
809,46.540733:24.553472 46.540743:24.553499 46.540962:24.554150 46.541064:24.554450 46.541073:24.554477
810,46.541073:24.554477 46.541078:24.554494
811,46.527999:24.553679 46.527970:24.553776 46.527962:24.553811 46.527858:24.554248 46.527821:24.554344 46.527434:24.555001
812,46.527434:24.555001 46.527321:24.555206
813,46.527321:24.555206 46.527056:24.555641 46.526893:24.555908
814,46.526893:24.555908 46.526838:24.556008 46.526682:24.556271
815,46.527434:24.555001 46.527380:24.554942 46.527366:24.554928 46.527164:24.554709
816,46.526908:24.557891 46.526870:24.557951 46.526812:24.557976 46.526746:24.557955 46.526330:24.557458 46.526539:24.557101
817,46.528073:24.558741 46.528056:24.558720
818,46.528056:24.558720 46.528027:24.558686 46.527949:24.558598 46.527804:24.558834 46.527770:24.558897
819,46.527770:24.558897 46.527882:24.559028 46.527901:24.559049 46.528033:24.558810 46.528073:24.558741
820,46.529276:24.559789 46.529396:24.559923 46.529566:24.560115 46.529950:24.560547 46.529959:24.560558
821,46.529177:24.559734 46.529148:24.559765 46.529114:24.559823 46.529101:24.559883 46.529112:24.559944
822,46.529112:24.559944 46.529136:24.559984 46.529168:24.560009 46.529204:24.560015 46.529237:24.559998
823,46.529237:24.559998 46.529261:24.559958 46.529281:24.559917 46.529291:24.559873 46.529291:24.559834 46.529276:24.559789
824,46.529276:24.559789 46.529257:24.559760 46.529253:24.559757 46.529232:24.559740 46.529205:24.559731 46.529177:24.559734
825,46.546039:24.584388 46.545941:24.584309 46.544726:24.583059 46.544551:24.582833 46.544414:24.582588 46.544165:24.581966
826,46.543992:24.581564 46.543984:24.581513 46.543980:24.581485
827,46.543980:24.581485 46.543961:24.581307 46.543894:24.580718
828,46.543894:24.580718 46.543845:24.580365 46.543774:24.579964 46.543727:24.579783 46.543666:24.579604 46.543523:24.579146
829,46.543523:24.579146 46.543503:24.579079
830,46.543503:24.579079 46.543374:24.578790 46.543205:24.578498 46.542947:24.578100 46.542458:24.577370 46.542286:24.577055 46.542137:24.576753 46.541981:24.576386 46.541860:24.576019 46.541823:24.575885
831,46.541823:24.575885 46.541747:24.575613
832,46.541747:24.575613 46.541651:24.575100 46.541584:24.574570
833,46.541584:24.574570 46.541560:24.574196 46.541557:24.573992 46.541563:24.573791 46.541610:24.573178 46.541613:24.573134
834,46.528073:24.558741 46.528171:24.558851 46.528407:24.559136
835,46.528407:24.559136 46.528725:24.559521
836,46.527846:24.560215 46.527881:24.560147 46.527891:24.560126 46.527948:24.560109
837,46.527948:24.560109 46.528013:24.560139 46.528584:24.560625 46.528693:24.560681 46.528784:24.560686
838,46.528784:24.560686 46.528837:24.560652
839,46.528837:24.560652 46.528922:24.560560 46.529203:24.560059 46.529237:24.559998
840,46.526908:24.557891 46.526970:24.557964
841,46.526970:24.557964 46.527500:24.558585
842,46.527500:24.558585 46.527733:24.558859 46.527770:24.558897
843,46.545792:24.550218 46.545806:24.550250 46.546436:24.551693 46.546449:24.551721 46.546461:24.551750
844,46.545792:24.550218 46.545297:24.550455 46.545219:24.550499 46.545189:24.550516 46.545116:24.550632 46.545057:24.550797 46.545057:24.550902 46.545441:24.551904 46.545525:24.552124 46.545539:24.552163 46.545563:24.552225
845,46.548273:24.557920 46.548318:24.558011 46.548451:24.558278 46.548486:24.558347
846,46.547421:24.558581 46.547452:24.558593 46.547535:24.558625 46.547692:24.558738 46.547769:24.558793 46.547814:24.558806
847,46.547484:24.560813 46.547561:24.560839 46.547885:24.560945
848,46.547885:24.560945 46.548263:24.561069
849,46.548263:24.561069 46.548292:24.561079 46.548325:24.561090 46.548509:24.561147
850,46.548509:24.561147 46.549127:24.561341
851,46.552520:24.562048 46.552714:24.562223 46.552724:24.562257 46.552718:24.562295 46.552520:24.562763
852,46.552520:24.562763 46.552337:24.563195 46.552276:24.563323 46.552250:24.563377
853,46.553905:24.563925 46.553794:24.564086
854,46.552250:24.563377 46.552272:24.563405 46.552282:24.563416 46.552662:24.563804 46.553181:24.564337 46.553371:24.564596
855,46.553371:24.564596 46.553433:24.564540 46.553556:24.564467
856,46.553556:24.564467 46.553771:24.564561 46.553995:24.564658 46.554078:24.564748 46.554197:24.564878
857,46.554197:24.564878 46.554096:24.565050 46.553797:24.565558 46.553770:24.565604
858,46.553770:24.565604 46.553314:24.566403
859,46.553314:24.566403 46.553276:24.566473 46.553157:24.566688
860,46.551837:24.568825 46.551874:24.568860 46.551896:24.568877 46.551971:24.568939
861,46.553926:24.574934 46.553641:24.574567 46.553728:24.573876
862,46.548350:24.571300 46.548272:24.571307 46.548252:24.571308 46.548193:24.571313
863,46.540366:24.570111 46.540374:24.570149
864,46.540374:24.570149 46.540391:24.570225 46.540416:24.570341 46.540706:24.571575
865,46.540706:24.571575 46.540894:24.572822 46.540969:24.573315 46.540971:24.573331 46.540973:24.573344 46.540984:24.573413
866,46.541771:24.571803 46.541792:24.571807 46.543196:24.572087 46.543297:24.572074 46.543332:24.572070 46.543376:24.572063
867,46.544311:24.578538 46.544316:24.578534 46.544699:24.578176 46.544706:24.578170
868,46.544706:24.578170 46.544968:24.577934 46.545078:24.577811 46.545136:24.577702 46.545168:24.577548 46.545168:24.577515 46.545168:24.577378 46.545145:24.577147
869,46.545145:24.577147 46.545079:24.576905 46.544967:24.576590
870,46.544967:24.576590 46.544449:24.575405 46.544216:24.574751 46.544149:24.574552
871,46.544149:24.574552 46.544125:24.574399 46.544115:24.574069 46.544111:24.573923
872,46.540553:24.580763 46.540568:24.580821 46.540638:24.581091 46.540667:24.581251 46.540672:24.581607
873,46.540672:24.581607 46.540677:24.581936 46.540680:24.582017 46.540688:24.582273 46.540684:24.582596 46.540656:24.582802 46.540590:24.582971 46.540506:24.583157
874,46.540506:24.583157 46.540455:24.583333 46.540370:24.583672 46.540236:24.584237
875,46.540236:24.584237 46.540232:24.584252 46.540097:24.584908 46.540039:24.585231 46.539975:24.585609 46.539928:24.585884 46.539894:24.586261 46.539843:24.586554 46.539796:24.586819 46.539745:24.587088 46.539696:24.587398 46.539670:24.587566 46.539621:24.587890 46.539605:24.587964 46.539560:24.588180 46.539528:24.588332 46.539393:24.588939 46.539168:24.589739 46.539059:24.590085 46.538983:24.590397 46.538934:24.590771 46.538922:24.591284 46.538923:24.591353 46.538923:24.591377
876,46.536135:24.595984 46.536373:24.595826
877,46.537186:24.591578 46.537219:24.591607 46.537054:24.592009 46.537019:24.592176 46.537012:24.592350 46.537012:24.593130 46.537003:24.594016 46.536985:24.594180 46.536959:24.594275 46.536949:24.594312 46.536626:24.595068 46.536602:24.595124
878,46.549127:24.561341 46.549087:24.561208 46.548934:24.560706
879,46.548934:24.560706 46.548614:24.559623
880,46.548614:24.559623 46.548625:24.559621 46.549209:24.559449 46.549328:24.559402 46.549377:24.559377 46.549425:24.559349 46.549764:24.559058 46.549866:24.558960 46.550624:24.558204 46.550628:24.558199 46.550637:24.558190
881,46.549127:24.561341 46.549228:24.561391 46.549537:24.561674 46.549551:24.561687 46.549571:24.561705
882,46.551989:24.563002 46.551932:24.562971 46.551240:24.562647
883,46.551240:24.562647 46.551043:24.562555 46.550752:24.562434 46.550575:24.562379
884,46.550575:24.562379 46.550384:24.562319 46.550315:24.562297 46.550142:24.562256
885,46.555095:24.558792 46.554887:24.558815 46.554687:24.558837 46.554487:24.558858 46.554470:24.558860
886,46.554470:24.558860 46.554330:24.558875 46.554265:24.558882 46.554179:24.558924 46.554122:24.558990 46.554056:24.559074
887,46.557007:24.562200 46.557055:24.562061 46.557214:24.561605 46.557295:24.561567
888,46.557295:24.561567 46.557467:24.561346 46.557511:24.561342
889,46.557295:24.561567 46.557438:24.562069 46.557443:24.562085 46.557486:24.562469
890,46.557486:24.562469 46.557537:24.562572 46.557642:24.562650 46.557741:24.562816 46.557798:24.563003 46.557852:24.563087
891,46.557852:24.563087 46.557199:24.563941
892,46.553797:24.554566 46.553773:24.554917 46.553730:24.555312 46.553647:24.555864 46.553546:24.556394 46.553484:24.556649 46.553406:24.556838 46.553289:24.556982
893,46.553289:24.556982 46.553098:24.557189 46.553036:24.557260
894,46.553031:24.556428 46.553289:24.556982
895,46.544593:24.549035 46.544575:24.548999 46.543661:24.547156 46.543642:24.547119
896,46.542804:24.545595 46.542791:24.545574 46.542773:24.545545 46.542683:24.545397 46.542285:24.544732 46.542268:24.544704 46.542253:24.544678
897,46.542253:24.544678 46.542218:24.544624 46.542183:24.544567 46.541630:24.543684 46.541612:24.543655 46.541577:24.543601
898,46.541300:24.538954 46.541382:24.538981 46.541428:24.538996 46.541617:24.539056 46.541765:24.539104 46.542038:24.539192 46.542182:24.539238 46.542291:24.539273 46.542652:24.539389 46.542867:24.539458 46.542880:24.539462 46.542917:24.539474
899,46.543110:24.538012 46.543106:24.538152
900,46.543106:24.538152 46.543026:24.538714 46.542925:24.539418 46.542917:24.539474
901,46.540805:24.544553 46.540515:24.544596
902,46.540515:24.544596 46.540034:24.545161 46.539956:24.545252 46.539936:24.545279
903,46.535247:24.552421 46.535199:24.552501 46.535184:24.552524 46.535032:24.552773
904,46.535032:24.552773 46.534645:24.553394
905,46.534645:24.553394 46.534555:24.553543 46.534532:24.553579 46.534479:24.553669
906,46.528368:24.554955 46.528470:24.554794 46.528528:24.554748 46.528603:24.554779 46.529147:24.555420 46.529198:24.555533 46.529199:24.555702 46.529123:24.555837 46.528963:24.556051 46.528897:24.556163
907,46.528897:24.556163 46.528897:24.556177 46.528897:24.556199
908,46.514868:24.517835 46.514964:24.517687 46.515000:24.517632
909,46.553561:24.569884 46.553613:24.569910 46.553630:24.569919 46.553682:24.569922 46.553820:24.569901 46.553923:24.569898 46.554006:24.569924 46.554129:24.570011 46.554224:24.570116 46.554458:24.570415 46.554735:24.570757 46.554909:24.570957 46.555323:24.571722 46.555361:24.571823 46.555373:24.571889 46.555381:24.571930 46.555385:24.572180 46.555389:24.572280 46.555405:24.572358 46.555432:24.572391 46.555441:24.572402 46.555458:24.572423
910,46.555553:24.576272 46.555506:24.576466 46.555449:24.576588 46.555428:24.576633
911,46.556472:24.570063 46.556482:24.570072 46.557647:24.571166 46.557714:24.571255 46.557864:24.571565
912,46.557864:24.571565 46.558908:24.573682 46.558939:24.573746 46.558960:24.573787
913,46.556289:24.569787 46.556408:24.569599 46.556456:24.569506 46.556597:24.569232 46.556601:24.569202 46.556599:24.569180
914,46.556599:24.569180 46.556591:24.569160 46.555880:24.568483 46.555769:24.568381 46.555736:24.568344 46.555611:24.568209 46.555560:24.568161 46.555150:24.567770 46.555136:24.567756 46.555124:24.567744
915,46.531992:24.598254 46.532058:24.598234 46.532232:24.597991 46.532186:24.597745 46.532536:24.597238 46.532637:24.597382 46.532978:24.596870 46.532986:24.596784 46.532962:24.596696 46.532579:24.596149 46.532524:24.596075 46.532476:24.596049 46.532425:24.596056 46.532344:24.596085
916,46.532344:24.596085 46.532258:24.596110 46.532155:24.596140
917,46.532155:24.596140 46.532016:24.596130 46.531967:24.596121
918,46.531967:24.596121 46.531830:24.596026
919,46.531830:24.596026 46.531722:24.595947 46.531652:24.595959 46.531588:24.596001 46.531416:24.596252
920,46.544970:24.557122 46.545100:24.556903
921,46.545100:24.556903 46.545457:24.556269 46.545610:24.555921
922,46.545610:24.555921 46.545689:24.555742
923,46.545689:24.555742 46.545798:24.555474 46.545814:24.555435 46.545901:24.555215
924,46.544970:24.557122 46.544989:24.557145 46.545629:24.557892 46.545902:24.558231 46.545954:24.558295
925,46.545954:24.558295 46.546305:24.558745 46.546431:24.558908
926,46.546431:24.558908 46.546549:24.559042 46.546619:24.559102 46.546677:24.559151 46.546701:24.559167 46.546809:24.559235
927,46.546809:24.559235 46.546870:24.559268 46.547137:24.559412
928,46.555643:24.566553 46.555641:24.566550 46.555625:24.566520 46.555124:24.565585 46.554769:24.564871
929,46.554769:24.564871 46.554722:24.564779 46.554170:24.563702 46.554051:24.563462 46.553957:24.563198 46.553947:24.563156
930,46.553947:24.563156 46.553897:24.562951 46.553888:24.562911 46.553875:24.562861
931,46.553875:24.562861 46.553776:24.562529 46.553733:24.562434 46.553720:24.562407 46.553692:24.562349
932,46.555923:24.570137 46.555949:24.570112 46.555966:24.570095 46.556242:24.569832
933,46.556242:24.569832 46.556289:24.569787
934,46.555553:24.576272 46.555582:24.576395 46.555622:24.576559 46.555636:24.576617
935,46.555763:24.571873 46.555760:24.571886 46.555720:24.571927 46.555571:24.572084 46.555490:24.572220 46.555458:24.572423
936,46.555458:24.572423 46.555452:24.572490
937,46.555452:24.572490 46.555398:24.573066
938,46.544954:24.552552 46.544954:24.552572 46.544944:24.553313 46.544875:24.555147 46.544874:24.555164 46.544872:24.555215
939,46.560046:24.583702 46.559903:24.583489
940,46.559903:24.583489 46.559789:24.583332
941,46.560717:24.583185 46.560881:24.582954 46.560908:24.582896 46.560912:24.582849 46.560883:24.582796 46.560841:24.582747 46.560628:24.582455
942,46.560100:24.581087 46.560473:24.581628
943,46.560473:24.581628 46.560589:24.581796
944,46.560589:24.581796 46.560910:24.582261
945,46.527310:24.551417 46.527291:24.551309 46.527276:24.551222 46.526709:24.549944 46.526704:24.549932 46.526688:24.549898
946,46.525885:24.550668 46.525911:24.550640 46.525933:24.550615 46.526267:24.550293 46.526618:24.549964 46.526688:24.549898
947,46.526688:24.549898 46.526698:24.549887 46.526956:24.549633 46.527283:24.549326 46.527320:24.549291
948,46.538226:24.554916 46.538239:24.554898 46.538249:24.554884 46.539487:24.553147
949,46.539487:24.553147 46.539510:24.553119 46.539529:24.553096 46.539583:24.553060 46.539976:24.552877 46.540401:24.552672 46.540412:24.552667 46.540453:24.552648
950,46.541420:24.553020 46.541426:24.553049 46.541432:24.553074 46.541686:24.554206 46.541694:24.554241 46.541698:24.554267
951,46.543568:24.551814 46.543627:24.551756 46.543636:24.551745 46.544529:24.550795
