id,osm_id,lat,lon
282,25873753,44.8531519,22.3858416
283,25873780,44.8230075,22.3866954
284,25873818,44.7495163,22.3920491
285,25873829,44.7370985,22.4144353
286,25873848,44.7250551,22.4203024
287,25873849,44.7241955,22.4214742
288,25873856,44.7175850,22.4262460
289,25873865,44.7200967,22.4478959
290,25873872,44.7223245,22.4657219
291,25873874,44.7196839,22.4741033
292,25873875,44.7174077,22.4774089
293,25873902,44.7070167,22.4919028
294,25873904,44.7017750,22.4981448
295,25873906,44.6970203,22.5067794
296,25873909,44.6889081,22.5133725
297,25873910,44.6865397,22.5150818
298,25873911,44.6837709,22.5186278
299,25873914,44.6795403,22.5263799
300,25873915,44.6779042,22.5290992
301,25873919,44.6651081,22.5539159
302,25873921,44.6603171,22.5592066
303,25873936,44.6342825,22.5898977
304,25874636,44.6304248,22.6400515
305,25874657,44.6181051,22.6924173
306,25874679,44.6034626,22.7514950
307,25874719,44.6142485,22.7832146
308,25874726,44.6163547,22.7849186
309,25874776,44.6154309,22.7941459
310,25874778,44.6149601,22.7961432
311,25874782,44.6140631,22.7992917
312,25874929,44.6099967,22.9179209
313,25874936,44.6006856,22.9410109
314,25897642,44.6190649,22.6919712
315,25897719,44.6154405,22.6974197
316,25897731,44.6235856,22.6930041
317,25897754,44.6123629,22.8067735
318,25898334,44.6238744,22.6374551
319,25898541,44.6261726,22.6897252
320,25898547,44.6121396,22.8045674
321,25898566,44.6043143,22.7599493
322,25931701,44.5377443,23.5380335
323,25931715,44.5709446,23.4383853
324,25931717,44.5900487,22.9788256
325,25931718,44.5920653,23.3308773
326,25931722,44.5167275,23.5741359
327,25931729,44.5683925,23.4557797
328,25931784,44.5732134,23.4248121
329,25931788,44.5135261,23.5792894
330,25931790,44.6200357,23.2140444
331,25931792,44.5506331,23.5273490
332,25931794,44.6168012,23.1703500
333,25931797,44.6033986,23.1195253
334,25931813,44.5311205,23.5510527
335,25931815,44.5990063,23.2977972
336,25931822,44.5945796,22.9622059
337,25931830,44.6153930,23.2344530
338,25931839,44.6204836,23.2127654
339,25931846,44.5400358,23.5362675
340,25931851,44.6186904,23.2245167
