id,u,v,length_m,speed_kph,oneway,name
25394,9554,15068,40.10,50,0,Strada Căpitan Grigore Otetelișanu
25395,5898,30838,96.91,50,0,
25396,24664,5896,158.01,50,0,Strada Nicolae Bălcescu
25397,13838,9552,259.53,50,0,Calea Vâlcii
25398,13836,13838,314.04,50,0,Calea Vâlcii
25399,51057,51055,1818.49,100,0,
25400,51052,34786,171.90,50,0,
25401,26058,5854,11.96,50,0,Strada Principală
25402,5855,22877,70.44,50,0,
25403,44152,44150,17.95,30,0,
25404,44150,44149,23.55,30,0,
25405,44149,44151,26.78,30,0,
25406,44151,20045,24.27,30,0,
25407,20045,44152,4.46,30,0,
25408,8399,23605,394.73,50,0,Strada Mihai Eminescu
25409,23607,10573,142.40,50,0,
25410,27417,26336,167.00,30,0,Strada Oltului
25411,8959,38122,55.50,100,0,Strada Oltului
25412,3326,36058,14.02,50,0,Strada Principală
25413,6799,40192,14.52,50,0,Strada Principală
25414,37496,5863,330.62,100,0,
25415,11463,5866,20.70,50,0,
25416,25297,25295,192.40,50,0,
25417,30790,25297,334.26,50,0,
25418,13086,12512,387.63,50,0,Calea București
25419,7794,22138,256.24,50,0,Calea București
25420,15866,27465,1673.85,100,0,
25421,11939,3534,121.02,100,0,
25422,20368,54053,383.03,50,0,
25423,9924,20368,55.15,50,0,
25424,46589,22705,358.72,50,0,Bulevardul 22 Decembrie
25425,29392,22410,51.39,50,0,Șoseaua București - Urziceni
25426,3918,3383,340.05,50,0,Șoseaua Bucium
25427,14079,10139,856.38,50,0,Calea Severinului
25428,14078,26238,471.75,50,0,Calea Severinului
25429,26238,14079,18.75,50,0,Calea Severinului
25430,15461,26225,1014.70,50,0,
25431,15460,15461,100.25,50,0,Strada Henri Coandă
25432,42277,42279,41.91,100,0,
25433,15474,12207,99.54,50,0,Strada Principală
25434,17294,12206,215.37,50,0,Strada Principală
25435,14482,14483,1207.57,50,0,Strada Dunării
25436,10637,14482,224.33,50,0,Strada Dunării
25437,17240,21048,173.58,50,0,Strada Calea Craiovei
25438,26229,17240,266.96,50,0,Strada Calea Craiovei
25439,21571,21570,1072.91,50,0,
25440,15992,15993,2202.84,50,0,
25441,15993,21348,4714.41,50,0,
25442,26770,26776,224.86,50,0,Calea Severinului
25443,26774,15428,13.76,50,1,Calea Severinului
25444,21828,5626,103.92,50,1,
25445,21849,21850,21.97,50,0,Strada Principală
25446,10550,10078,42.25,100,0,
25447,51475,20246,572.21,90,0,
25448,2679,2680,41.34,50,0,
25449,2678,2679,40.32,100,0,
25450,12998,35104,30.50,50,0,
25451,35104,30371,20.72,50,0,
25452,12998,30372,15.94,90,0,
25453,12999,12997,449.76,50,0,Strada Nicolae Iorga
25454,47299,52175,313.43,50,0,Șoseaua Națională
25455,35546,35545,183.15,50,0,
25456,15891,11938,766.10,50,0,Strada Neamțului
25457,7988,15891,465.32,50,0,Strada Neamțului
25458,26599,40439,1250.19,90,0,
25459,15889,26599,158.45,50,0,
25460,35548,25832,86.40,50,0,
25461,25080,16934,16.79,100,0,
25462,15893,28935,1685.80,50,0,
25463,7837,15893,76.86,50,0,
25464,15896,15895,162.44,50,0,
25465,14276,15896,494.88,50,0,
25466,28723,28724,484.34,90,0,
25467,28953,28723,46.79,90,0,
25468,6557,7563,63.35,50,0,Strada Ana Ipătescu
25469,37045,11411,109.04,30,0,Strada Calea Națională
25470,17356,40381,241.03,50,0,
25471,14271,40369,664.97,50,0,
25472,50080,3561,598.01,90,0,Strada Parcului
25473,30702,19093,41.63,50,0,Piata Republicii
25474,1474,36068,22.91,50,0,
25475,36068,36067,23.01,50,1,
25476,1383,36068,52.19,50,1,
25477,36069,36087,34.22,50,1,
25478,36070,36087,39.47,50,1,
25479,36087,1474,13.90,50,1,
25480,10249,26811,294.56,50,0,
25481,10250,41605,360.47,90,0,
25482,36072,28294,709.91,90,0,
25483,32712,36072,121.25,90,0,
25484,36073,32712,142.52,90,0,
25485,36074,38052,1920.08,90,0,
25486,28294,36074,24.78,50,0,
25487,36075,21762,56.39,90,0,
25488,36076,36075,21.53,90,0,
25489,33674,43997,53.72,90,0,
25490,36077,33674,123.12,90,0,
25491,24697,14957,82.05,50,1,Bulevardul Unirii
25492,14957,12434,166.66,50,1,Bulevardul Unirii
25493,36080,13939,103.09,50,0,Strada Principală
25494,5349,36082,103.75,50,1,Strada Principală
25495,36082,14817,119.68,50,0,Strada Principală
25496,36080,36079,96.83,50,1,Strada Principală
25497,13938,24701,113.65,50,1,Strada Principală
25498,24701,13940,131.58,50,0,Strada Principală
25499,36070,36069,43.60,50,0,
25500,1473,36070,25.78,50,0,
25501,36091,36090,54.89,50,1,
25502,36092,50018,51.52,50,0,
25503,36095,13354,62.39,30,1,
25504,52677,52670,4444.62,130,1,
25505,33888,33887,16.15,90,0,
25506,36098,36099,21.42,40,1,
25507,36099,36100,30.59,40,1,
25508,36100,7364,20.93,40,1,
25509,7364,17264,91.97,50,1,
25510,36101,17265,117.96,50,1,
25511,36102,36101,21.51,40,1,
25512,36103,36102,29.87,40,1,
25513,36104,36103,21.19,40,1,
25514,15751,17884,32.27,90,0,
25515,23912,17885,336.08,50,0,
25516,27888,39256,65.76,70,0,Centura Călimănești
25517,27800,27808,61.61,50,0,
25518,9896,38489,1566.99,50,0,Strada Principală
25519,16866,16865,239.32,50,0,
25520,48394,16866,1109.20,90,0,
25521,16880,29381,104.56,90,0,
25522,10595,15464,76.30,50,0,Strada Primăverii
25523,8020,8024,7.92,90,0,
25524,18771,36966,34.05,50,1,Strada Gheorghe Doja
25525,9099,25660,250.88,50,0,Strada Voinicenilor
25526,16042,44815,211.53,50,0,Strada Târgul Jiu
25527,27818,16041,1012.50,90,0,
25528,51832,51833,490.88,90,0,
25529,8051,40397,841.12,90,0,
25530,10873,24646,711.12,50,0,Strada Trandafirilor
25531,12220,10874,298.55,50,0,
25532,36118,36119,24.75,30,0,
25533,36127,36121,174.67,50,1,Strada Careiului
25534,36117,36587,392.13,50,1,Strada Careiului
25535,36123,46177,496.77,90,1,Podul Decebal
25536,30969,15988,97.65,50,0,
25537,8031,30968,150.33,50,0,
25538,8502,8021,824.08,90,0,Strada Gării
25539,15798,24898,680.97,50,0,
25540,24897,15989,100.74,50,0,
25541,23182,23183,297.65,70,0,
25542,43904,23264,280.57,50,0,Strada Principală
25543,23671,37779,341.94,50,0,Strada Competrolului
25544,37779,9517,17.63,50,0,Strada Competrolului
25545,9518,37780,28.86,50,0,Strada Nicolae Titulescu
25546,37780,9517,26.71,50,0,Strada Nicolae Titulescu
25547,9511,9518,85.26,50,0,Strada Nicolae Titulescu
25548,12412,23879,1281.57,90,0,
25549,23879,6954,7554.93,90,0,
25550,18722,54706,1033.12,50,0,
25551,4852,23505,427.91,50,0,
25552,23421,20212,703.58,50,0,
25553,20211,10073,2075.39,90,0,
25554,36669,23839,362.19,90,0,
25555,2455,25355,253.69,50,0,Calea București
25556,15484,2457,311.39,50,0,Calea București
25557,15483,10072,198.40,90,0,
25558,10072,11843,563.48,50,0,Șoseaua București - Constanța
25559,10427,54415,82.40,50,0,Calea București
25560,12501,9523,539.59,50,0,Strada Principală
25561,9530,12501,688.16,50,0,Strada Principală
25562,13397,13395,48.81,50,0,Strada Vasile Alecsandri
25563,15713,15712,237.12,50,0,Calea București
25564,15714,9525,91.53,50,0,Calea București
25565,23425,11049,231.91,50,0,Șoseaua București - Constanța
25566,11842,11048,1876.52,50,0,Șoseaua București - Constanța
25567,7789,10501,1091.63,50,0,Șoseaua Olteniței
25568,7790,40511,658.36,90,0,
25569,60,23676,196.12,50,0,Strada 1 Mai
25570,23713,58,88.79,50,0,Șoseaua Ciulniței
25571,7529,27161,410.19,90,0,
25572,31503,15435,597.84,50,0,Strada Bibescu-Vodă
25573,8434,15635,350.90,50,0,Strada Nicolae Bălcescu
25574,15637,8434,1065.53,50,0,Strada Nicolae Bălcescu
25575,4842,40235,2976.51,100,0,
25576,28611,35372,193.91,50,0,Strada București
25577,12230,17340,84.69,50,0,
25578,13931,32346,51.92,50,0,Strada Traian
25579,32348,43147,41.66,50,0,Strada Traian
25580,12625,12595,196.80,50,0,Strada Profesor Doctor Dinu Cezar
25581,8375,40778,1126.16,50,0,Strada Profesor Doctor Dinu Cezar
25582,24614,36130,68.30,50,0,Strada Salzburg
25583,34266,36122,38.14,90,1,Bulevardul Octavian Goga
25584,36122,42022,504.83,50,0,Bulevardul Octavian Goga
25585,47771,2434,188.99,100,0,
25586,21627,38539,601.44,50,0,Strada Principală
25587,13760,6996,2659.60,90,0,
25588,4830,4824,1010.75,90,0,
25589,1388,1390,115.05,70,0,
25590,15862,40499,183.49,90,0,
25591,2463,15600,185.78,50,0,
25592,13649,2462,393.98,80,0,
25593,15565,15572,519.85,50,0,
25594,7532,38019,1633.35,50,0,
25595,8730,45636,566.22,50,0,Strada Orizont
25596,13592,8730,316.48,50,0,Strada Orizont
25597,8906,47805,162.51,100,0,Strada Brăilei
25598,21176,78,1187.73,50,0,Strada Brăilei
25599,9268,38717,840.82,50,0,Strada Doicești
25600,47835,21639,273.97,70,0,Strada Doicești
25601,40204,17957,17.39,100,1,
25602,20151,20136,359.71,50,0,Strada Națională
25603,8988,8989,187.56,50,0,Strada Dobrina
25604,36136,36135,31.92,100,0,Șoseaua Brăilei
25605,47839,36133,478.43,50,0,Șoseaua Brăilei
25606,40687,10202,595.33,90,0,
25607,10192,10193,923.37,50,0,
25608,10194,43141,3794.77,90,0,
25609,12534,7645,385.35,50,0,
25610,35354,37514,521.94,90,0,Centura de Est
25611,46513,796,40.20,30,1,
25612,36147,36151,20.98,90,1,Bulevardul Lucian Blaga
25613,36151,41527,25.11,90,1,Bulevardul Lucian Blaga
25614,36150,36149,10.03,90,0,
25615,36149,36148,11.95,90,0,
25616,36145,7130,6.63,50,0,Bulevardul Lucian Blaga
25617,36150,41528,41.32,90,1,Bulevardul Lucian Blaga
25618,11349,4868,55.19,50,0,Strada Mihai Bravu
25619,1140,11349,595.85,50,0,Strada Mihai Bravu
25620,13432,46183,579.18,50,1,Strada Gheorghe Doja
25621,6535,18020,666.59,50,1,Strada Gheorghe Doja
25622,6244,6442,107.08,100,0,
25623,6241,6242,174.06,100,0,
25624,23573,23565,577.96,50,0,Strada Decebal
25625,23567,7326,216.50,50,0,Strada Unirii
25626,28512,31268,307.85,50,0,
25627,5963,5962,127.79,50,0,
25628,14001,5967,3106.30,50,0,
25629,9760,9761,268.11,50,0,
25630,30767,28527,1091.36,50,0,
25631,2886,2648,243.93,90,0,
25632,9194,34303,8.72,50,0,
25633,16646,34362,886.42,50,0,
25634,16283,9261,34.81,50,0,Bulevardul Nicolae Iorga
25635,5982,37877,131.03,50,0,
25636,34106,10454,778.85,50,0,Strada Principală
25637,10360,34108,803.33,50,0,Strada Principală
25638,44165,9283,53.94,50,0,Drumul Cetății
25639,7314,36157,267.40,90,0,Strada Călugăreni
25640,6578,22890,328.77,50,0,Strada Gabor Aron
25641,10361,6578,133.40,50,0,Strada Gabor Aron
25642,24810,10702,21.24,50,0,
25643,10702,24811,257.54,50,0,
25644,32532,32530,309.81,50,1,
25645,32531,32533,332.67,50,1,
25646,13301,48270,420.85,50,0,Strada Principală
25647,1921,24215,30.25,50,0,
25648,1915,1916,225.23,60,0,
25649,30642,30643,24.59,60,0,
25650,44879,1462,54.86,30,1,Calea Feldioarei
25651,10276,52221,441.90,30,0,Strada Brașovului
25652,12967,12954,516.00,50,0,Strada Brașovului
25653,1116,44063,784.47,100,0,
25654,1109,17327,54.26,70,1,
25655,15255,29646,307.14,50,0,Strada Mircea Cel Bătrân
25656,8522,8523,58.52,30,0,Strada Tudor Vladimirescu
25657,7224,7223,71.54,50,1,Strada Mihai Viteazul
25658,7223,7222,82.00,50,1,Strada Mihai Viteazul
25659,7222,7225,86.07,50,1,Strada Republicii
25660,7225,10904,61.59,50,1,Strada Republicii
25661,6835,13637,191.63,50,0,
25662,3331,3330,2770.58,90,0,
25663,13565,54772,345.79,50,0,Șoseaua Constanței
25664,13556,13565,36.71,50,0,Șoseaua Constanței
25665,13701,14847,187.60,50,0,Strada General Dumitrescu
25666,6798,2161,56.92,50,0,
25667,32374,14107,495.68,50,0,Șoseaua Constanței
25668,28613,14862,826.76,50,0,Strada Trandafirilor
25669,14887,14888,361.25,50,0,
25670,16326,14887,177.25,50,0,
25671,8938,31023,47.36,90,0,Transursoaia
25672,1939,32128,239.21,100,0,
25673,13768,23946,684.68,100,0,
25674,16259,14881,1350.59,50,0,
25675,24647,8881,946.51,50,0,
25676,52422,52419,43.23,40,1,
25677,13631,28588,67.70,50,0,Strada Principală
25678,28589,13631,309.35,50,0,
25679,739,7948,310.00,50,0,
25680,741,742,135.03,50,0,Strada Unirii
25681,17285,17286,429.94,90,0,
25682,31777,17285,1602.43,90,0,
25683,10407,28056,21.67,90,0,
25684,22834,12898,316.88,50,0,
25685,13711,21117,67.00,50,0,
25686,4417,6314,604.01,90,0,
25687,1249,1250,53.60,70,0,Strada Drumul de Centură
25688,4421,14788,568.16,50,0,Strada Republicii
25689,14788,5535,43.09,50,0,Strada Timișorii
25690,33663,5509,451.59,70,0,
25691,40108,22817,140.63,100,0,
25692,16323,16322,1127.88,100,0,
25693,32988,31846,122.28,70,0,
25694,13478,40500,205.97,50,0,
25695,3020,3021,38.97,50,0,
25696,44601,30607,145.35,50,0,Șoseaua Hunedoarei
25697,30607,10489,66.00,50,0,Șoseaua Hunedoarei
25698,10489,30610,40.55,50,0,Șoseaua Hunedoarei
25699,7095,14366,505.59,50,0,Strada Gării
25700,16625,16626,134.86,50,0,
25701,16675,6398,28.64,100,0,
25702,54884,14920,732.31,50,0,
25703,16654,14918,272.15,50,0,Strada Principală
25704,14366,13594,847.47,100,0,Strada Gării
25705,15445,16602,80.34,50,0,
25706,23641,4315,125.10,100,0,
25707,33298,8874,94.69,50,1,Strada Traian
25708,28574,9206,143.98,50,0,
25709,15876,28166,48.95,50,0,
25710,15503,6673,125.73,50,0,Strada Armatei
25711,6104,6502,93.87,50,0,Strada 1 Mai
25712,35436,12304,12.07,70,0,
25713,601,35437,14.27,70,0,
25714,20997,30530,514.54,50,0,Strada Nicolae Bălcescu
25715,36682,41658,373.17,60,0,Bulevardul Unirii
25716,40214,6122,499.07,50,0,
25717,28167,11057,324.53,90,0,
25718,10342,10343,399.97,50,0,Strada Tecuciul Nou
25719,24031,10743,668.91,50,0,Strada 1 Decembrie 1918
25720,13241,13240,75.75,90,0,
25721,551,22918,122.09,90,0,
25722,12907,12945,191.02,90,0,
25723,16981,12907,23.18,90,0,
25724,5019,40800,2345.14,50,0,
25725,5035,5027,19.86,50,0,
25726,47997,13789,57.85,90,0,
25727,5198,5199,434.85,50,0,
25728,15454,5199,80.36,90,0,
25729,19019,19020,812.33,100,0,
25730,19017,19018,159.08,100,0,
25731,9840,12730,38.97,50,0,Strada Mihai Viteazul
25732,12729,15123,529.59,50,0,
25733,217,218,392.93,50,0,Strada Orțișoara
25734,53917,3270,109.68,50,0,Strada Orțișoara
25735,7932,15909,548.84,50,0,Strada Trandafirilor
25736,53246,18353,389.61,50,0,
25737,17750,11224,102.49,50,0,Strada Mihai Viteazul
25738,17027,40127,26.66,100,0,
25739,41073,41072,69.37,50,1,
25740,17839,17842,90.96,50,0,
25741,9600,15317,245.25,50,0,
25742,15319,15320,161.19,50,0,
25743,6688,27550,129.09,50,0,
25744,29249,27551,47.91,100,0,
25745,36174,36175,18.65,50,0,
25746,30543,31796,238.23,50,0,
25747,25180,25179,868.17,50,0,Strada Principală
25748,36185,36186,32.05,90,0,
25749,30651,28683,57.89,130,1,Autostrada Transilvania
25750,30260,24714,177.33,50,0,
25751,24713,30261,22.92,90,0,
25752,36196,28392,320.83,70,1,Autostrada Bucuresti - Ploiesti
25753,26631,33349,551.19,100,1,Autostrada Bucuresti - Ploiesti
25754,26636,11999,520.56,100,1,Autostrada Bucuresti - Ploiesti
25755,36195,28396,32.53,90,1,Autostrada Bucuresti - Ploiesti
25756,34404,33343,22.20,100,1,Autostrada Bucuresti - Ploiesti
25757,9089,8254,234.45,50,0,Chișinău-Leușeni
25758,8254,9091,228.88,50,0,Chișinău-Leușeni
25759,22769,22768,10.43,50,0,
25760,22770,22769,21.01,50,0,
25761,22761,22770,4.96,50,0,
25762,22765,22767,13.12,50,0,
25763,22771,22765,16.57,50,0,
25764,22764,22771,3.16,50,0,
25765,22768,22764,19.04,50,0,
25766,36201,36203,4.96,30,0,Strada Ștefan cel Mare
25767,36203,36223,11.19,30,0,Strada Ștefan cel Mare
25768,36223,36202,10.62,30,0,Strada Ștefan cel Mare
25769,36202,36201,20.14,30,0,Strada Ștefan cel Mare
25770,36203,28215,41.45,50,1,Strada Ștefan cel Mare
25771,24252,24251,18.20,50,0,
25772,24253,24252,1135.20,50,0,
25773,36211,36212,4.60,30,0,
25774,36212,36206,13.99,30,0,
25775,36206,36207,8.40,30,0,
25776,36207,36208,15.06,30,0,
25777,36208,36209,9.20,30,0,
25778,36209,36204,15.03,30,0,
25779,36204,36210,10.35,30,0,
25780,36210,36205,9.79,30,0,
25781,36205,36211,9.19,30,0,
25782,39619,50049,823.39,90,0,
25783,39621,39615,3595.69,100,0,Centura Carei
25784,36216,36213,4.78,100,0,
25785,36213,35979,9.56,100,0,
25786,35979,36215,9.87,100,0,
25787,36215,36214,15.07,100,0,
25788,36214,35980,33.98,100,0,
25789,35980,36217,14.41,100,0,
25790,36217,36216,9.56,100,0,
25791,39612,34873,3063.58,100,0,
25792,36218,29095,261.41,100,0,Centura Carei
25793,31949,39620,84.15,100,0,Centura Carei
25794,39616,6681,244.86,100,0,
25795,36219,36220,5.55,30,0,
25796,36220,35983,12.02,30,0,
25797,35983,35984,9.45,30,0,
25798,35984,35981,13.68,30,0,
25799,35981,35985,16.05,30,0,
25800,35985,35982,13.21,30,0,
25801,35982,36219,33.30,30,0,
25802,28215,36223,35.90,30,1,Strada Ștefan cel Mare
25803,36224,8509,797.32,90,0,
25804,15085,36224,138.33,70,0,
25805,35485,35484,51.36,50,1,
25806,35478,35483,67.37,30,1,
25807,32183,12824,491.33,90,0,
25808,26965,32183,992.18,90,0,
25809,36228,24168,8.19,50,0,
25810,36229,36228,17.91,50,0,
25811,36234,36230,248.41,50,1,
25812,36231,36232,30.99,90,1,
25813,36233,36237,255.70,50,1,
25814,36232,43111,3.41,50,1,
25815,36230,36231,21.43,90,1,
25816,36234,12265,167.30,90,0,
25817,36235,36236,16.63,90,0,
25818,36236,36237,68.88,90,0,
25819,36237,36241,256.94,90,1,
25820,36238,36234,248.77,90,1,
25821,36239,36238,20.06,90,1,
25822,36240,36239,33.64,90,1,
25823,36241,36240,20.52,90,1,
25824,49530,49529,149.91,80,1,
25825,36242,26635,536.83,100,1,
25826,26634,49530,536.47,80,1,
25827,26635,26637,158.17,100,1,
25828,52260,36245,19.89,50,0,Piața Victoriei
25829,13251,52260,55.25,50,0,Piața Victoriei
25830,36679,13244,325.40,50,0,Bulevardul Independenței
25831,36247,13783,16.53,50,0,Bulevardul Independenței
25832,13254,36673,121.26,50,0,Piața Victoriei
25833,33688,1786,79.13,50,1,Bulevardul Republicii
25834,13252,1550,42.70,50,1,Bulevardul Independenței
25835,32222,38960,56.03,90,1,Strada Ogorului
25836,18206,32221,193.79,90,1,Strada Ogorului
25837,18212,722,339.90,50,1,Strada Ogorului
25838,36250,36249,48.43,50,0,Strada Nufărului
25839,36249,18219,7.77,50,0,Strada Nufărului
25840,42189,723,99.14,50,1,Calea Aradului
25841,24405,18265,83.52,70,1,Calea Aradului
25842,36251,14915,13.36,50,0,Strada Minerilor
25843,14915,14922,1132.88,50,0,Strada Minerilor
25844,16997,36252,7.89,90,0,
25845,16995,16997,804.76,90,0,
25846,26285,26282,15.92,30,0,
25847,26287,26285,17.02,30,0,
25848,26290,26284,13.74,30,0,
25849,26282,26290,33.97,30,0,
25850,41822,46576,2185.64,120,1,Autostrada Sibiu-Pitești
25851,6196,26722,67.06,50,0,Bulevardul Ștefan cel Mare
25852,26722,11177,76.94,50,0,Bulevardul Ștefan cel Mare
25853,725,18299,145.86,50,0,
25854,13519,36255,135.03,50,1,
25855,45326,39744,33.70,50,0,Strada Nufărului
25856,18240,18239,53.38,50,0,Strada Nufărului
25857,2451,8425,54.68,50,0,Șoseaua București - Urziceni
25858,18599,18598,22.83,50,1,Calea Torontalului
25859,6014,10720,97.49,50,0,Strada 1 Decembrie 1918
25860,36258,6014,22.73,50,0,Strada 1 Decembrie 1918
25861,11071,36258,118.64,50,0,Strada 1 Decembrie 1918
25862,4683,11071,30.42,50,0,Strada 1 Decembrie 1918
25863,36262,36261,584.75,80,0,
25864,41893,36261,473.99,60,1,
25865,36259,41892,376.25,60,1,
25866,36265,36264,50.68,50,1,Strada Cuza Vodă
25867,9465,11917,695.58,50,1,Strada Cuza Vodă
25868,11917,47034,49.78,50,1,Strada Cuza Vodă
25869,36268,41917,271.05,60,1,
25870,41916,36268,252.29,60,1,
25871,41915,36269,300.77,60,1,
25872,36269,41914,203.16,60,1,
25873,41273,44505,7.09,30,0,
25874,44505,41274,21.55,30,0,
25875,41274,41275,19.93,30,0,
25876,41275,41271,26.02,30,0,
25877,41271,48080,7.62,30,0,
25878,48080,41272,21.35,30,0,
25879,41272,41273,56.75,30,0,
25880,36271,15333,25.89,50,0,
25881,28001,31867,29.41,50,0,Strada Lunca Oltului
25882,31867,8365,107.27,50,0,Strada Lunca Oltului
25883,45512,49126,153.95,50,1,Calea Aradului
25884,16899,40085,348.91,90,0,
25885,48226,6783,272.58,50,0,Calea Banatului
25886,13797,6782,572.38,50,0,Calea Timișoarei
25887,11265,6012,79.79,50,0,Strada Lunca Oltului
25888,27767,11265,7.95,50,0,Strada Lunca Oltului
25889,11264,27767,36.00,50,0,Strada Lunca Oltului
25890,1136,38868,47.62,50,0,Strada Hărmanului
25891,20744,27732,214.79,50,0,Strada Principală
25892,36280,36278,39.32,60,1,
25893,36279,36280,42.66,60,1,
25894,36282,36278,483.40,100,0,
25895,36278,36279,62.35,100,0,
25896,36279,36284,1040.01,100,0,
25897,36283,36281,2009.56,50,0,
25898,36284,13522,82.49,50,0,
25899,29505,13523,1112.53,50,0,
25900,24168,29505,83.45,50,0,
25901,36285,36288,512.93,90,0,
25902,36286,36285,204.24,80,0,
25903,36287,36286,71.78,80,0,
25904,36288,36289,97.75,80,0,
25905,36289,36290,31.45,80,0,
25906,38470,15729,70.07,90,1,
25907,36290,36291,81.88,80,0,
25908,36296,36294,678.02,100,1,
25909,16764,36296,95.72,100,1,
25910,36295,36297,20.42,100,0,Centura Arad Nord
25911,36297,16759,59.32,100,0,Centura Arad Nord
25912,36298,36295,7.27,90,0,Centura Arad Nord
25913,43210,48009,652.32,100,0,
25914,1753,1754,340.03,100,0,
25915,18456,18457,303.13,50,0,Strada Principală
25916,42648,41091,5366.65,100,0,
25917,7498,36303,111.67,50,0,
25918,36303,7499,189.15,50,0,
25919,25373,28625,1661.49,90,0,
25920,25372,25373,86.72,100,0,
25921,8734,8735,337.84,50,0,Strada Brăilei
25922,8735,8736,423.84,50,0,Strada Râmnicu Sărat
25923,8733,25752,3410.99,90,0,
25924,36304,16940,15.42,50,0,
25925,43340,43339,628.31,50,0,
25926,27233,27227,121.67,90,0,
25927,27178,27233,1197.31,90,0,
25928,36311,37287,233.59,60,1,
25929,17726,36312,706.04,60,0,
25930,26544,36325,258.84,100,1,Centura Satu Mare
25931,36313,36314,656.67,100,1,Centura Satu Mare
25932,36310,36315,299.82,60,1,
25933,36322,37440,351.93,100,1,Centura Satu Mare
25934,37440,36316,1471.06,100,1,Centura Satu Mare
25935,36316,37285,613.81,100,1,Centura Satu Mare
25936,37285,40991,160.05,100,1,Centura Satu Mare
25937,37286,40992,64.47,100,1,Centura Satu Mare
25938,40992,26542,636.00,100,1,Centura Satu Mare
25939,26542,37449,1535.54,100,1,Centura Satu Mare
25940,37449,26541,348.16,100,1,Centura Satu Mare
25941,36325,26543,99.88,100,1,Centura Satu Mare
25942,36319,36320,254.82,100,1,Centura Satu Mare
25943,36327,26544,203.54,60,1,
25944,36326,36327,182.66,60,1,
25945,36318,36319,103.33,100,1,Centura Satu Mare
25946,36329,36324,658.29,100,1,Centura Satu Mare
25947,37481,37471,624.14,100,1,Centura Satu Mare
25948,37471,37464,1535.67,100,1,Centura Satu Mare
25949,37464,37466,438.11,100,1,Centura Satu Mare
25950,8417,8416,40.46,50,1,
25951,273,22802,18.95,100,0,
25952,22802,274,5891.78,100,0,
25953,3291,9274,289.54,90,0,Calea Brăilei
25954,9275,3293,84.10,70,0,Calea Brăilei
25955,24402,3292,37.45,70,0,Calea Brăilei
25956,8736,8737,59.23,50,0,Strada Râmnicu Sărat
25957,8737,25753,662.03,50,0,Strada Râmnicu Sărat
25958,28179,28180,2.71,30,1,
25959,28180,28178,13.25,30,1,
25960,28178,28177,20.92,30,1,
25961,28177,28176,15.98,30,1,
25962,36338,36334,133.01,70,1,
25963,36339,3394,111.63,70,0,
25964,36340,36339,21.01,70,0,
25965,10933,10934,348.69,90,0,
25966,10687,10933,101.23,90,0,
25967,26305,39060,116.00,50,1,
25968,39057,26305,134.64,50,1,
25969,3128,20953,91.24,50,1,Centura Alba Iulia
25970,36345,35482,292.70,80,1,Autostrada Bucuresti - Ploiesti
25971,36346,25139,110.23,60,1,Bulevardul Bucureștii Noi
25972,28068,16714,1269.54,50,0,Calea Călărași
25973,22463,22467,185.92,50,0,
25974,22466,22464,434.11,50,0,
25975,16315,6763,772.42,100,0,
25976,6735,6736,481.69,90,0,
25977,6734,6735,1196.43,90,0,
25978,6748,6749,606.04,90,0,
25979,6747,6748,22.49,50,0,
25980,14793,6750,119.58,50,0,
25981,29504,10335,1406.77,50,0,
25982,35716,18795,623.26,50,0,Strada Constantin Dobrogeanu Gherea
25983,32458,44194,266.87,50,1,Bulevardul Unirii
25984,2343,21118,43.75,50,1,Bulevardul Unirii
25985,2333,30979,54.10,50,1,
25986,10577,10578,1143.63,50,0,Strada Mihai Viteazu
25987,13088,31749,680.43,40,0,Главна
25988,31749,40131,1697.01,80,0,Пут за Кикинду
25989,46173,13088,789.90,40,0,Главна
25990,16382,18793,730.07,90,0,Strada Spiru Haret
25991,42811,17895,107.59,50,1,Bulevardul Take Ionescu
25992,17134,28343,245.23,130,1,Autostrada Transilvania
25993,28343,32613,158.57,130,1,Autostrada Transilvania
25994,28340,38173,214.26,130,1,Autostrada Transilvania
25995,28069,28068,1028.51,50,0,Calea Călărași
25996,42725,11426,4.95,30,0,
25997,11426,11427,8.49,30,0,
25998,11427,11428,11.01,30,0,
25999,11428,11423,37.41,30,0,
26000,11423,11424,10.13,30,0,
26001,11424,11425,13.42,30,0,
26002,11425,42725,9.91,30,0,
26003,7568,15603,406.38,50,0,Strada Cuza Vodă
26004,24214,668,107.92,50,1,Piața Unirii
26005,27609,24214,68.96,50,1,Piața Unirii
26006,4045,14971,37.39,60,1,Bulevardul Unirii
26007,1610,20979,41.80,40,1,Șoseaua Mihai Bravu
26008,21758,11538,45.43,50,0,Bulevardul Tineretului
26009,49859,27245,43.26,60,1,Calea Văcărești
26010,4730,101,32.38,30,1,Calea Șerban Vodă
26011,19200,4484,149.48,60,1,Calea Șerban Vodă
26012,22622,55031,147.42,60,0,
26013,36364,23835,113.35,60,0,
26014,23835,36363,29.56,50,1,
26015,36364,36363,116.39,50,1,
26016,36363,24445,21.38,50,1,
26017,36365,23811,111.30,100,0,
26018,23809,37090,19.43,50,1,
26019,37090,36365,27.73,50,1,
26020,36365,23918,23.82,50,1,
26021,23818,23820,153.27,60,1,
26022,23810,22667,385.92,60,1,
26023,23817,22667,383.84,130,1,
26024,23819,23818,150.54,130,1,
26025,23818,23824,254.67,130,1,
