id,u,v,length_m,speed_kph,oneway,name
18328,48752,22755,1742.96,100,0,
18329,990,991,450.02,50,0,
18330,940,29704,503.54,50,0,
18331,984,985,49.47,50,0,
18332,29570,939,44.59,100,0,
18333,29569,29568,60.16,50,0,
18334,29567,945,31.06,30,0,
18335,29566,990,17.81,50,0,
18336,953,48761,206.90,50,0,
18337,986,36434,241.20,50,0,
18338,923,924,213.32,100,0,
18339,939,29707,28.91,100,0,
18340,22751,54139,966.03,100,0,
18341,29701,943,329.56,30,0,
18342,445,12681,1045.14,50,0,
18343,8572,13537,982.11,50,0,
18344,8565,13533,24.31,50,0,Strada Tudor Vladimirescu
18345,29573,493,16.03,70,0,
18346,29572,29573,21.59,70,0,
18347,8571,8572,26.98,50,0,
18348,19457,19438,1711.13,50,0,
18349,19331,12674,854.43,50,0,
18350,12681,29572,155.40,70,0,
18351,29565,19424,967.52,90,0,
18352,47015,53852,498.23,100,0,Strada Principală
18353,19327,454,69.66,90,0,
18354,13533,53945,189.11,50,0,Strada Tudor Vladimirescu
18355,29560,8939,701.08,50,0,Transursoaia
18356,19615,19610,101.35,50,0,Transursoaia
18357,1924,1925,286.51,50,0,
18358,1922,28837,172.70,70,0,
18359,1918,13770,433.04,100,0,
18360,1917,1918,225.29,60,0,
18361,42237,3985,483.73,60,1,Calea Chișinăului
18362,7366,46342,1459.54,70,1,Șoseaua București-Ploiești
18363,26034,29597,879.44,100,1,Strada Calea Dobrogei
18364,12036,15133,199.83,60,1,
18365,12032,12031,487.93,60,0,
18366,16159,12036,183.79,60,1,
18367,37490,12033,2318.35,90,0,Centura Apahida-Vâlcele
18368,41606,37490,324.95,90,0,Centura Apahida-Vâlcele
18369,12033,29594,1943.56,90,0,Centura Apahida-Vâlcele
18370,25758,25749,365.06,50,0,
18371,14634,14629,125.91,50,0,
18372,29603,14567,1100.58,50,0,
18373,29602,29603,7.08,50,0,
18374,5776,14567,797.81,50,0,
18375,14630,14634,837.25,50,0,
18376,29605,5089,98.88,60,1,
18377,29606,5091,34.44,90,1,
18378,5091,29604,31.28,90,1,
18379,29605,29606,41.90,90,1,
18380,18371,836,525.19,50,0,Strada Mihai Eminescu
18381,5620,29611,495.60,50,0,Strada Mihai Eminescu
18382,29610,29608,7.73,90,0,
18383,5619,29610,1963.61,90,0,
18384,29608,29609,1607.55,90,0,
18385,29612,52847,330.03,70,0,
18386,1334,29612,30.77,70,0,
18387,13332,35766,91.79,50,0,Calea Florești
18388,29624,29620,898.39,90,0,
18389,29617,8029,1083.69,50,0,
18390,29614,29619,49.86,50,0,Strada Gării
18391,29623,29621,391.86,50,0,
18392,29616,29623,29.11,90,0,
18393,29620,29617,13.86,90,0,
18394,29618,8022,110.49,50,0,Strada Gării
18395,29621,29624,62.24,90,0,
18396,8044,8030,266.01,90,0,
18397,8029,8044,1866.49,90,0,
18398,43986,8037,1134.60,90,0,
18399,29627,8036,116.52,50,0,
18400,8030,29626,241.15,50,0,
18401,29628,29627,5.50,90,0,
18402,29626,29625,10.74,50,0,
18403,29625,29628,1128.92,90,0,
18404,29630,29632,55.62,50,1,
18405,23478,4303,70.34,50,1,
18406,29631,54285,40.93,30,1,
18407,29634,29633,538.70,90,0,
18408,29635,29634,19.59,90,0,
18409,29638,29637,42.38,90,0,
18410,40329,29635,4303.32,90,0,
18411,5258,29642,83.68,50,0,Transfăgărășan
18412,29642,32982,72.89,50,0,Transfăgărășan
18413,29648,43984,1750.30,100,0,
18414,29653,29650,1803.22,50,0,
18415,29650,29651,26.12,50,0,
18416,29652,29653,51.22,50,0,
18417,29654,29674,1498.41,50,0,
18418,5926,29652,3959.13,50,0,
18419,29655,7841,1356.77,90,0,
18420,29633,29655,16.46,90,0,
18421,29658,10355,1588.69,50,0,
18422,29657,29658,17.97,50,0,
18423,10093,10096,144.68,30,0,
18424,18833,18834,223.08,90,0,
18425,29660,29666,1493.52,50,0,
18426,29662,29672,305.89,50,0,
18427,29660,29674,836.21,90,0,
18428,29666,29662,5.72,50,0,
18429,29667,29673,114.99,50,0,
18430,29661,29668,60.84,50,0,
18431,29669,29685,1951.67,50,0,
18432,29670,29669,5.87,50,0,
18433,29668,29670,1775.11,50,0,
18434,29681,33023,2986.05,90,0,
18435,29685,29686,22.74,50,0,
18436,29686,5925,2557.97,50,0,
18437,10778,34472,397.95,60,1,Șoseaua București-Ploiești
18438,825,52048,9.22,30,0,Calea Radnei
18439,29508,15902,118.52,50,0,Strada Progresului
18440,44806,44805,19.96,30,0,
18441,44805,44803,27.46,30,0,
18442,44803,44804,26.49,30,0,
18443,44804,44808,63.68,30,0,
18444,44808,44806,4.99,30,0,
18445,29507,13586,190.40,50,0,Strada Progresului
18446,46343,46360,1530.44,70,1,Șoseaua București-Ploiești
18447,24614,46445,439.93,50,0,Strada Salzburg
18448,1231,1321,22.42,50,0,Strada Basarabiei
18449,1321,54594,868.85,50,0,Strada Basarabiei
18450,29720,29719,8.46,30,1,
18451,15227,6969,92.42,50,0,Strada Petőfi Sándor
18452,29726,29728,64.03,30,1,
18453,29726,29723,29.13,30,0,
18454,29723,29724,5.05,30,0,
18455,29724,29729,24.57,30,0,
18456,29729,29725,1.94,30,0,
18457,29728,36271,50.19,50,0,
18458,29733,5923,654.53,50,0,Strada Moților
18459,5925,29732,1458.61,50,0,
18460,29738,29748,653.96,50,0,
18461,29736,29738,6.56,50,0,
18462,29737,29739,6.94,50,0,
18463,29739,29736,110.59,50,0,
18464,4605,32133,96.92,50,1,Bulevardul Theodor Pallady
18465,4686,4687,54.79,50,1,Bulevardul Theodor Pallady
18466,14099,16282,149.63,50,0,Bulevardul Nicolae Iorga
18467,29745,29749,703.01,50,0,
18468,29743,29745,7.04,50,0,
18469,29747,29742,12.72,50,0,
18470,29664,29661,492.75,50,0,
18471,29749,29746,9.60,50,0,
18472,29672,29664,7.11,50,0,
18473,29744,29747,355.54,50,0,
18474,29748,29744,13.12,50,0,
18475,29742,29743,183.93,50,0,
18476,29746,5926,115.80,50,0,
18477,29766,29762,519.39,50,0,
18478,29765,29766,16.68,50,0,
18479,29760,29758,8.72,100,0,
18480,29767,29757,8.24,100,0,
18481,29758,29761,1392.08,100,0,
18482,29757,29781,895.37,100,0,
18483,29777,26168,14.02,30,1,
18484,26168,29778,34.46,30,1,
18485,29778,29780,23.51,30,1,
18486,29780,29779,4.71,30,1,
18487,29779,29777,14.02,30,1,
18488,3969,38006,46.81,30,1,Strada Ștefan cel Mare
18489,24374,24373,64.58,100,0,
18490,15778,27712,2762.19,100,1,
18491,3985,19253,58.86,50,1,Strada Bucium
18492,3985,3434,42.76,60,1,Calea Chișinăului
18493,29807,29786,9.78,100,0,
18494,29802,29796,11.14,100,0,
18495,29790,29798,6.83,90,0,
18496,29803,29789,297.77,100,0,
18497,29799,29803,9.83,50,0,
18498,2918,30347,302.78,50,0,
18499,40029,29802,1173.29,100,0,
18500,29792,29801,1153.34,50,0,
18501,29800,29804,22.99,50,0,
18502,29796,29788,204.47,50,0,
18503,29791,29792,12.82,50,0,
18504,29786,29791,1169.36,100,0,
18505,29798,29797,502.33,90,0,
18506,29797,29795,98.45,100,0,
18507,7907,10311,947.15,50,0,
18508,10507,7907,169.78,50,0,
18509,29808,10507,43.70,50,0,
18510,29811,29809,115.46,50,0,
18511,29810,29811,26.28,50,0,
18512,29816,17178,1958.06,50,0,
18513,15995,49883,52.75,50,1,Bulevardul Republicii
18514,49883,49886,26.42,50,1,Bulevardul Republicii
18515,49886,2722,25.17,50,1,Bulevardul Republicii
18516,2722,2721,42.36,50,1,
18517,6982,41242,1577.46,90,0,
18518,6981,47488,2000.14,50,0,Strada Poieni
18519,29818,41215,569.17,50,0,Strada Principală
18520,37508,6985,1039.78,90,0,
18521,6988,17217,485.66,90,0,
18522,6985,21669,1089.86,50,0,
18523,29820,6990,917.29,50,0,Strada Moldovei
18524,24360,24358,143.05,90,0,Strada Principală
18525,27563,304,23.19,50,1,Bulevardul Tudor Vladimirescu
18526,27574,54617,523.72,50,1,Bulevardul Tudor Vladimirescu
18527,29822,27563,25.38,30,0,
18528,27563,29821,41.64,30,0,
18529,29821,27564,19.21,30,0,
18530,27564,15008,33.42,30,0,
18531,15008,29822,46.92,30,0,
18532,5786,5785,928.87,50,0,Strada Alexandru I Cuza
18533,17047,17050,32.78,30,1,Strada Moldovei
18534,17045,17049,22.56,30,1,Strada Moldovei
18535,29832,29831,14.76,50,0,
18536,29829,28757,15.27,100,0,
18537,29826,29829,4.36,50,0,
18538,29831,29826,454.78,50,0,
18539,20531,5791,62.33,50,1,Strada Atelierelor
18540,9119,34464,585.95,50,0,Strada Valea Iașului
18541,24136,24135,126.32,50,0,Strada Dumbravei
18542,24170,5780,512.27,50,0,Strada Ștefan cel Mare
18543,24137,24145,3926.60,50,0,Strada Minerului
18544,24135,24137,816.22,50,0,Strada Dumbravei
18545,17043,24171,727.54,50,0,Strada Republicii
18546,53809,11572,880.62,50,0,Calea Trotușului
18547,21669,29836,145.54,50,0,
18548,29842,51731,43.22,30,1,
18549,51732,29843,58.74,30,1,
18550,5396,39779,698.94,50,0,Strada Avram Iancu
18551,23458,33336,1115.50,50,0,
18552,36154,7326,182.61,50,0,Strada Unirii
18553,7327,22662,496.63,50,0,Strada Mihail Kogălniceanu
18554,23565,23567,1796.97,50,0,Strada Decebal
18555,18586,45514,242.46,50,1,Calea Aradului
18556,29854,29853,406.39,100,0,
18557,29853,8546,333.23,100,0,
18558,45660,29854,644.08,50,0,
18559,3937,3938,4309.12,90,0,
18560,24459,24461,719.15,50,0,
18561,39513,29859,139.59,100,0,Strada Tribunul Corcheș
18562,43429,29861,5.97,50,0,Calea Zimandului
18563,5661,50497,55.03,30,1,Strada Viilor
18564,8533,28783,48.45,50,0,
18565,54579,33536,2115.23,50,0,
18566,47163,8062,243.01,90,0,Strada Argeșului
18567,8067,50655,1062.78,50,0,Strada Râmnicu Vâlcea
18568,50655,50656,151.26,50,0,Strada Râmnicu Vâlcea
18569,50656,27602,248.46,50,0,Strada Râmnicu Vâlcea
18570,29871,35894,254.53,50,0,Strada Argeșului
18571,29885,29875,14.19,40,1,
18572,29883,29890,30.32,40,1,
18573,29892,29882,19.49,40,1,
18574,29876,29878,14.15,40,1,
18575,29880,29891,14.05,40,1,
18576,29873,29888,19.68,40,1,
18577,29877,20795,61.21,40,1,
18578,29888,20795,73.23,40,1,
18579,29878,29872,25.00,40,1,
18580,29874,29894,25.04,40,1,
18581,29894,29893,19.55,40,1,
18582,29891,29886,30.35,40,1,
18583,29887,29889,14.02,40,1,
18584,29890,29877,19.72,40,1,
18585,29872,29879,19.52,40,1,
18586,29884,20795,65.98,40,1,
18587,29879,20797,52.99,40,1,
18588,29882,20796,56.74,40,1,
18589,29881,29874,14.14,40,1,
18590,29895,29883,14.09,40,1,
18591,29886,29884,19.68,40,1,
18592,29889,29873,30.38,40,1,
18593,29875,29892,24.96,40,1,
18594,14724,31068,76.88,30,0,
18595,12371,29896,57.12,50,0,
18596,28186,43264,635.14,50,0,
18597,13159,36759,212.38,60,1,Bulevardul Lascăr Catargiu
18598,29899,29901,38.45,40,1,Pasajul Mihai Bravu
18599,29901,29903,153.60,40,1,Pasajul Mihai Bravu
18600,29904,29902,62.75,40,1,Pasajul Mihai Bravu
18601,17371,17370,503.35,50,0,
18602,32442,14579,1860.21,90,0,
18603,29898,49859,84.62,60,1,Calea Văcărești
18604,19405,29906,34.16,40,1,
18605,7882,7883,2100.13,90,0,
18606,29917,7882,24.33,90,0,
18607,1846,929,41.60,50,1,Strada Memorandumului
18608,18679,15097,182.72,100,0,
18609,29939,29941,445.22,100,0,
18610,29941,48726,259.25,100,0,
18611,29936,29939,534.25,100,0,
18612,1656,23678,27.98,30,1,
18613,23677,23679,33.82,30,1,
18614,23680,20716,36.32,30,1,Strada Independenței
18615,29945,29943,8.34,100,0,
18616,29946,29970,231.61,70,0,
18617,29948,43856,120.63,40,1,
18618,27623,4069,469.24,90,1,
18619,29963,42038,35.19,30,1,
18620,29961,11318,37.14,30,1,Strada Careiului
18621,29964,41346,17.78,30,0,Strada Careiului
18622,29965,6675,61.84,50,0,
18623,11318,42039,6.01,30,1,Strada Careiului
18624,29965,29960,39.64,30,1,
18625,29938,48848,165.46,100,0,
18626,29940,29938,14.52,50,0,
18627,28084,29971,44.62,50,0,Strada Uzinei
18628,42054,28084,50.29,50,1,Strada Uzinei
18629,29971,32869,36.52,50,1,Calea Națională
18630,29971,42053,7.40,50,0,
18631,42053,29972,7.21,50,0,
18632,30123,9395,66.99,50,1,Calea Națională
18633,29973,29974,20.45,90,1,
18634,29976,29975,20.34,90,1,
18635,29974,16618,120.02,20,1,
18636,29975,17187,210.22,20,1,
18637,28299,28301,36.16,50,1,Strada Spiru Haret
18638,18794,29509,23.48,50,1,Strada Profesor Dimitrie Pompeiu
18639,29226,10909,355.16,50,0,Strada General Traian Moșoiu
18640,9613,5688,34.81,50,0,Strada General Traian Moșoiu
18641,29982,29226,19.60,50,0,Strada General Traian Moșoiu
18642,5688,12450,43.30,50,0,Strada General Traian Moșoiu
18643,37022,29983,10.84,30,1,
18644,29983,25444,9.60,30,1,
18645,25444,29985,20.82,30,1,
18646,29985,29984,10.36,30,1,
18647,29984,37022,2.71,30,1,
18648,1641,19501,1183.51,50,0,Bulevardul Trandafirilor
18649,1635,19493,781.48,50,0,
18650,13113,27766,383.08,50,0,Strada Inginer Aurel Rainu
18651,23338,29998,1397.11,90,0,Centura Călimănești
18652,29998,48818,106.12,70,0,Centura Călimănești
18653,29999,30000,60.67,100,0,
18654,35308,2609,330.45,100,0,
18655,30001,30002,23.77,50,0,
18656,30002,1623,588.57,50,0,
18657,19795,48822,776.98,60,0,
18658,11633,30008,23.91,50,0,Centura Călimănești
18659,30008,37124,269.11,50,0,Centura Călimănești
18660,21320,16483,875.29,100,1,
18661,46929,46403,273.14,100,1,
18662,29360,16486,64.13,100,1,
18663,21315,30013,81.44,100,1,
18664,46414,46933,373.08,100,1,
18665,16486,16485,139.46,100,1,
18666,28050,14741,942.45,30,1,
18667,18340,19117,327.71,50,1,Calea Moșilor
18668,21934,54976,376.79,50,0,
18669,21935,21934,15.05,50,0,
18670,30017,37386,79.57,40,0,Calea lui Traian
18671,20965,30017,27.52,40,0,Calea lui Traian
18672,47003,29865,262.87,50,0,Calea lui Traian
18673,37386,30018,61.51,40,0,Calea lui Traian
18674,30018,20966,1008.40,50,0,Calea lui Traian
18675,29865,20965,976.82,40,0,Calea lui Traian
18676,30019,27987,760.12,50,0,Calea lui Traian
18677,30020,30019,818.23,40,0,Calea lui Traian
18678,30022,19796,63.89,40,0,Calea lui Traian
18679,37012,23244,2620.75,130,1,Autostrada Soarelui
18680,40946,40945,4029.63,100,0,Centura Săcueni
18681,18781,18783,94.25,60,0,Bulevardul Nicolae Bălcescu
18682,15761,15762,166.42,90,0,
18683,30031,15039,205.55,90,0,
18684,30034,21958,1393.95,90,0,
18685,21989,21986,148.53,80,0,
18686,21988,30033,8.03,90,0,
18687,30033,21987,305.73,90,0,
18688,21987,30034,8.38,90,0,
18689,8666,11727,148.25,70,1,Calea Bucureștilor
18690,10993,10991,416.61,70,1,Calea Bucureștilor
18691,816,29083,226.83,50,0,Bulevardul Dacia
18692,32062,32061,20.74,90,0,
18693,14082,42493,115.07,50,0,Bulevardul Aurel Vlaicu
18694,6794,27647,420.61,90,0,
18695,18935,25985,314.37,50,1,Bulevardul Mareșal Alexandru Averescu
18696,19769,1003,238.90,40,0,
18697,30041,1427,80.83,30,1,
18698,30041,1428,40.79,40,1,Bulevardul Republicii
18699,2880,2881,60.47,50,0,Bulevardul Republicii
18700,25105,25110,36.19,30,0,Bulevardul Republicii
18701,36563,1775,83.24,100,1,Centura de Vest
18702,36564,17159,1415.81,100,1,Centura de Vest
18703,30045,3677,195.07,50,0,
18704,30047,30046,142.22,50,0,
18705,53644,44437,10.36,100,0,
18706,49733,30045,410.07,70,0,
18707,22085,22084,19.87,50,0,
18708,22084,22083,261.64,50,0,
18709,30054,30051,4.90,30,0,
18710,30053,2291,20.62,50,0,Bulevardul Aurel Vlaicu
18711,30053,30054,17.84,30,1,Bulevardul Aurel Vlaicu
18712,30050,30049,23.28,30,1,Bulevardul Aurel Vlaicu
18713,30049,30052,23.07,30,1,Bulevardul Aurel Vlaicu
18714,19175,33310,133.30,50,0,Pasajul Basarab
18715,30064,53370,48.86,50,1,
18716,53370,53369,44.93,50,1,
18717,53369,48863,7.10,50,1,
18718,30065,30064,79.63,50,1,
18719,53370,53367,98.54,50,1,
18720,8567,30065,70.45,50,1,
18721,6359,6725,24.17,50,0,Bulevardul Griviței
18722,6725,30612,278.09,50,0,Bulevardul Griviței
18723,6360,35951,4.64,50,0,Bulevardul Griviței
18724,30689,4943,98.89,50,0,Calea Florești
18725,7864,12420,107.16,50,0,Calea Florești
18726,1855,7864,128.27,50,0,Calea Florești
18727,31911,491,8.76,20,1,
18728,491,922,10.84,20,1,
18729,922,30083,11.34,20,1,
18730,30083,30084,29.61,20,1,
18731,30084,31911,6.49,20,1,
18732,40017,30091,1718.02,70,0,
18733,30090,30088,4.39,90,0,
18734,30095,30092,276.62,90,0,
18735,30094,30095,3.16,90,0,
18736,30096,30086,574.94,50,0,
18737,30092,30089,4.22,90,0,
18738,30089,49592,362.37,90,0,
18739,30093,30085,10.32,70,0,
18740,30098,30094,1890.49,90,0,
18741,30103,30098,11.79,90,0,
18742,25139,4565,32.64,60,1,Bulevardul Bucureștii Noi
18743,14545,32187,497.42,130,1,
18744,32187,52514,2242.23,130,1,
18745,52507,52505,4704.95,130,1,
18746,30111,30112,89.23,130,1,
18747,30112,30105,340.25,130,1,
18748,30110,30109,87.59,130,1,
18749,52781,26245,1225.06,130,1,
18750,30107,30108,49.87,130,1,
18751,30108,30110,364.03,130,1,
18752,30105,30106,55.08,130,1,
18753,52777,28126,2040.74,130,1,
18754,8165,38043,40.92,30,1,Strada Stadionului
18755,30115,8311,594.17,70,0,Bulevardul Marea Unire
18756,30120,33303,3188.65,90,0,
18757,47438,47436,120.96,90,0,
18758,30132,44289,12.42,30,0,
18759,44289,30136,26.71,30,0,
18760,30136,30135,30.24,30,0,
18761,30135,30134,22.68,30,0,
18762,30134,30137,15.46,30,0,
18763,30137,30133,29.90,30,0,
18764,30133,30132,12.42,30,0,
18765,30141,30139,1101.00,90,0,
18766,28503,14747,248.79,50,0,
18767,30140,30143,18.51,90,0,
18768,18624,30146,34.78,30,1,Strada Henry Ford
18769,30150,16834,338.66,50,0,Transfăgărășan
18770,30149,30150,28.41,50,0,Transfăgărășan
18771,30151,30149,64.45,50,0,Transfăgărășan
18772,35891,30151,36.93,50,0,Transfăgărășan
18773,30152,35891,33.23,50,0,Transfăgărășan
18774,29224,30152,38.90,50,0,Transfăgărășan
18775,37852,30156,6.84,30,0,
18776,31151,27743,130.83,30,0,Calea Târgu Jiului
18777,41690,28459,274.59,100,0,Bulevardul Muncii
18778,14553,1856,67.02,100,1,Strada Avram Iancu
18779,30175,30174,15.48,90,0,
18780,30167,30172,21.28,90,0,
18781,30174,30167,733.45,90,0,
18782,30172,30170,711.45,50,0,
18783,30171,30175,873.30,90,0,
18784,30168,30171,4.72,90,0,
18785,30177,30183,359.93,50,0,
18786,30176,30177,890.50,90,0,
18787,30178,30180,1556.24,90,0,
18788,30180,30176,14.12,90,0,
18789,30181,30178,9.06,50,0,
18790,30170,30169,15.42,50,0,
18791,30169,30179,1391.76,50,0,
18792,30183,30182,5.90,50,0,
18793,30182,30196,449.70,50,0,
18794,26243,25712,610.43,50,1,
18795,30191,30189,208.41,50,1,
18796,30187,26243,60.44,50,0,
18797,30190,30188,500.30,50,1,
18798,48937,30190,259.11,50,1,
18799,30199,30202,415.13,90,0,
18800,30193,30199,5.89,90,0,
18801,30200,30194,743.44,90,0,
18802,30194,30203,1747.59,50,0,
18803,30195,30198,7.13,90,0,
18804,30196,30193,433.70,90,0,
18805,30198,30197,1689.79,90,0,
18806,30197,30200,7.71,90,0,
18807,30204,30207,675.49,50,0,
18808,30203,3210,1793.78,90,0,
18809,30205,30204,87.68,50,0,
18810,30206,30208,8.79,50,0,
18811,30208,30209,73.61,50,1,
18812,30207,30206,17.37,50,0,
18813,30477,4936,478.29,50,0,Bulevardul Muncii
18814,30210,30231,579.67,90,0,
18815,30230,30229,10.62,90,0,
18816,30231,30220,7.52,90,0,
18817,30224,30244,1164.36,50,0,
18818,30216,30210,6.78,90,0,
18819,30211,30217,5.96,90,0,
18820,30220,30211,408.40,90,0,
18821,30232,30214,202.63,90,0,
18822,30218,30221,5.35,90,0,
18823,30226,30228,388.53,90,0,
18824,30222,30232,7.00,90,0,
18825,30213,30225,12.34,90,0,
18826,30215,13117,856.06,50,0,
18827,30223,30218,375.84,90,0,
18828,30234,30215,16.94,50,0,
18829,30214,30226,7.15,90,0,
18830,24711,30222,233.75,90,0,
18831,30229,30233,1111.83,90,0,
18832,30228,30223,6.51,90,0,
18833,30221,30216,921.17,90,0,
18834,30225,30230,288.13,90,0,
18835,30217,30213,536.96,90,0,
18836,28292,28285,29.31,60,1,Calea Națională
18837,28289,28287,51.41,90,1,Șoseaua Iașului
18838,30237,38737,15.08,30,0,
18839,38737,38736,33.79,30,0,
18840,38736,30236,19.88,30,0,
18841,30236,30235,38.63,30,0,
18842,30235,30237,7.53,30,0,
18843,21539,30841,247.60,100,0,
18844,41416,42067,1491.28,90,0,Centura Rădăuți
18845,30201,30195,241.40,90,0,
18846,30202,30201,9.56,90,0,
18847,25988,26849,39.99,30,1,Centura Brașov
18848,30245,24712,1968.24,90,0,
18849,30247,30245,8.45,50,0,
18850,28692,13363,98.91,130,1,
18851,13369,13368,500.18,130,1,
18852,30253,30251,169.71,90,0,
18853,30251,30252,6.78,90,0,
18854,24712,30253,16.61,90,0,
18855,30252,30250,2329.69,90,0,
18856,30250,30254,957.39,50,0,
18857,30255,30256,2440.64,90,0,
18858,3506,44363,15240.42,100,0,
18859,3496,16017,199.24,60,1,Calea Văcărești
18860,30258,30257,436.06,50,0,Strada Principală Almaș
18861,30256,30259,1383.11,50,0,Strada Principală Almaș
18862,30257,24713,891.90,90,0,
18863,30259,30258,17.83,50,0,Strada Principală Almaș
18864,30261,30260,5.60,90,0,
18865,24714,28760,1249.60,50,0,
18866,30262,30269,856.24,50,0,
18867,28760,30262,77.35,50,0,
18868,30788,30271,555.11,50,0,
18869,30266,31938,292.20,50,1,
18870,30272,30271,413.03,50,1,
18871,30269,30270,4.98,50,0,
18872,30270,30274,1052.70,50,0,
18873,30274,30273,6.80,50,0,
18874,28759,28758,747.85,50,0,
18875,30275,30285,49.27,50,1,
18876,30280,30278,8.35,50,0,
18877,30279,38183,971.00,50,0,
18878,28758,30286,21.07,50,0,
18879,30278,6964,1244.10,50,0,
18880,30284,30280,1280.13,50,0,
18881,30283,30281,453.39,50,0,
18882,30287,30279,8.37,50,0,
18883,30286,30287,1190.24,50,0,
18884,30282,30285,112.43,50,0,
18885,30285,30283,95.30,50,1,
18886,30281,30284,8.57,50,0,
18887,30289,30288,2240.99,90,0,
18888,30288,30299,238.39,50,0,Strada Romaniței
18889,30267,30266,424.74,50,1,
18890,8779,8778,333.81,50,0,Strada Nicolae Bălcescu
18891,30299,30298,11.35,50,0,Strada Romaniței
18892,30298,30296,467.24,50,0,Strada Romaniței
18893,2668,2669,1496.30,60,0,Șoseaua Iașului
18894,30314,30317,258.61,50,0,
18895,30308,30305,700.29,90,0,
18896,30307,30313,14.13,90,0,
18897,30312,30307,1138.35,90,0,
18898,30304,30318,12.70,90,0,
18899,30310,30316,2299.44,90,0,
18900,30300,30304,878.13,90,0,
18901,30319,30323,2515.84,50,0,
18902,30297,30302,457.76,90,0,
18903,30318,30314,101.13,90,0,
18904,30303,30311,6.09,90,0,
18905,30302,30308,7.23,90,0,
18906,30321,16058,2472.64,20,0,
18907,30894,30895,72.15,60,1,Strada Horea
18908,30322,30324,166.66,50,0,
18909,30323,30322,30.37,50,0,
18910,30326,30327,2046.94,90,0,
18911,30327,30331,246.43,50,0,
18912,21867,30328,61.73,50,1,Strada Caracal
18913,37244,38818,442.91,50,1,Strada Caracal
18914,30332,30334,1668.39,90,0,
18915,30330,37850,374.50,50,0,
18916,30338,30330,27.06,50,0,
18917,2920,30339,20.03,50,0,
18918,30339,28754,107.31,50,0,
18919,29764,29765,132.38,50,0,
18920,30345,2917,451.00,90,0,
18921,2917,29764,232.88,90,0,
18922,30347,30346,6.41,50,0,
18923,30346,29790,2372.77,90,0,
18924,6897,2800,2.87,50,0,Strada Teodor Mihali
18925,30271,30268,587.99,50,1,
18926,30349,30350,21.24,50,0,Calea Dunării
18927,30350,16883,338.98,50,0,Calea Dunării
18928,1596,9114,52.19,100,0,Bulevardul Libertății
18929,1599,9704,186.76,70,0,Bulevardul Libertății
18930,4866,4867,67.46,40,0,Strada Gării
18931,1573,38452,325.93,100,0,
18932,1439,40298,1137.07,100,0,
18933,1438,1439,1769.29,70,0,
18934,1434,1433,1518.75,100,1,
18935,1431,1432,194.12,80,1,
18936,31387,46728,91.85,50,0,Calea Munteniei
18937,30362,30360,20.03,60,0,
18938,2540,23233,51.09,30,0,
18939,2544,2541,28.48,100,0,
18940,10118,10119,1942.52,50,0,
18941,29776,29775,36.76,50,0,Strada Valea Ursului
18942,30367,2527,1818.77,50,0,
18943,29093,29094,97.81,90,0,
18944,29094,35100,263.32,90,0,
18945,35100,12998,44.85,90,0,
18946,30373,12997,13.91,50,0,
18947,30372,30373,67.02,50,0,
18948,30374,30375,11.81,100,0,Bulevardul Independenței
18949,1595,29331,27.96,70,0,Bulevardul Libertății
18950,29331,43176,30.98,70,0,Bulevardul Libertății
18951,30375,22375,15.95,100,0,Bulevardul Independenței
18952,44096,17617,840.21,70,0,Bulevardul Mihail Săulescu
18953,1819,30381,11.45,30,0,Bulevardul Mihail Săulescu
18954,35942,44836,1131.76,90,0,
18955,476,457,274.14,50,0,Strada Șoseaua Națională
18956,30409,476,134.98,50,0,Strada Șoseaua Națională
18957,32283,30403,12.73,30,0,Calea Zarandului
18958,30403,30404,9.43,30,0,Calea Zarandului
18959,30404,30402,29.97,30,0,Calea Zarandului
18960,30402,30401,7.71,30,0,Calea Zarandului
18961,30401,32283,21.52,30,0,Calea Zarandului
18962,30402,31403,416.66,50,1,Calea Zarandului
18963,2901,20911,140.43,50,1,Calea Zarandului
18964,38713,30407,109.34,50,1,
18965,30407,30406,55.47,30,1,
18966,29903,30410,444.23,40,1,Pasajul Mihai Bravu
18967,4086,1306,322.51,50,0,Bulevardul Tineretului
18968,29902,4090,103.29,40,1,Calea Văcărești
18969,30410,29904,84.60,40,1,Pasajul Mihai Bravu
18970,4085,4086,124.08,50,0,Bulevardul Tineretului
18971,5488,39609,2146.81,50,0,Calea Aurel Vlaicu
18972,34558,7235,110.98,50,1,Calea Aurel Vlaicu
18973,3646,19586,36.24,50,0,
18974,44394,12378,30.46,40,0,Strada Sântuhalm
18975,30414,24258,66.59,50,0,Strada Sântuhalm
18976,35761,1604,62.48,100,0,Strada Victoriei
18977,15226,8157,61.14,50,0,Calea Mănăștur
18978,13456,9177,202.34,50,0,Calea Florești
18979,27708,1853,57.20,50,0,Calea Mănăștur
18980,25450,30565,26.39,50,0,Calea Mănăștur
18981,25449,25450,46.81,50,0,Calea Mănăștur
18982,25451,25449,44.97,50,0,Calea Mănăștur
18983,41557,14757,1550.43,100,0,Centura Arad Nord
18984,16468,30428,209.06,90,0,Centura Arad Nord
18985,16467,16468,542.91,90,0,Centura Arad Nord
18986,30426,2875,105.98,90,0,Centura Arad Nord
18987,30429,16467,142.40,100,0,Centura Arad Nord
18988,30441,30440,11.57,50,0,
18989,30440,30542,322.82,50,0,
