id,coords
8580,47.482743:22.613504 47.482815:22.613671
8581,47.482815:22.613671 47.483315:22.614832 47.483399:22.615043 47.483462:22.615331 47.483468:22.615589 47.483091:22.619903 47.483091:22.620341 47.483139:22.620554 47.483214:22.620709 47.483319:22.620821 47.483838:22.621184 47.483981:22.621301 47.484087:22.621494 47.484128:22.621708 47.484100:22.622043 47.483760:22.623537 47.483717:22.623903 47.483705:22.624180 47.483799:22.625612 47.483820:22.626045 47.483891:22.627955 47.484018:22.631911 47.484803:22.653680 47.484844:22.655193 47.485042:22.660837 47.485046:22.660944 47.485006:22.661378 47.484942:22.661816 47.484531:22.664135 47.484011:22.667130 47.482627:22.675076 47.482577:22.675379 47.482556:22.675634 47.482574:22.675910 47.482661:22.676205 47.482804:22.676581 47.482992:22.676966 47.483884:22.678278 47.483941:22.678358 47.484145:22.678730 47.484263:22.678968 47.484305:22.679088 47.484353:22.679279 47.484382:22.679721 47.484333:22.680121 47.484288:22.680290 47.484254:22.680393 47.484211:22.680491 47.484157:22.680584 47.484081:22.680698 47.483975:22.680818 47.483843:22.680976 47.483391:22.681387 47.481786:22.682748 47.481578:22.682916 47.481401:22.683042 47.481123:22.683213 47.480395:22.683540 47.480222:22.683637
8582,45.693105:25.588240 45.693200:25.587848 45.693254:25.587419 45.693306:25.586971
8583,45.694263:25.583154 45.694141:25.583141 45.693848:25.583179
8584,45.693848:25.583179 45.693545:25.583203 45.693454:25.583169
8585,45.692668:25.583495 45.692960:25.583458
8586,44.422909:24.347606 44.422655:24.346940 44.422232:24.345830
8587,44.625303:22.691043 44.625307:22.690993
8588,44.625307:22.690993 44.625299:22.690921 44.625275:22.690856 44.625236:22.690807 44.625188:22.690778
8589,44.625188:22.690778 44.625157:22.690772 44.625125:22.690776 44.625078:22.690799 44.625038:22.690843 44.625009:22.690905 44.624997:22.690977 44.625003:22.691051
8590,44.625003:22.691051 44.625024:22.691114 44.625058:22.691164 44.625101:22.691197
8591,44.625101:22.691197 44.625145:22.691209 44.625190:22.691202
8592,44.625190:22.691202 44.625231:22.691179 44.625265:22.691141 44.625291:22.691090
8593,44.625291:22.691090 44.625303:22.691043
8594,44.624119:22.692119 44.623523:22.692904
8595,44.647625:22.695116 44.647230:22.695732
8596,44.625307:22.690993 44.625335:22.690917 44.625360:22.690870 44.625463:22.690706 44.625583:22.690545 44.626173:22.689725
8597,44.624180:22.692219 44.624381:22.691962 44.624614:22.691656 44.624774:22.691475 44.624913:22.691333
8598,44.625190:22.691202 44.625259:22.691285 44.625465:22.691530
8599,44.653680:22.683831 44.652731:22.685801 44.651939:22.687403 44.651120:22.688996 44.651022:22.689180 44.650101:22.690893 44.649528:22.691907 44.648991:22.692831 44.648880:22.693013 44.647625:22.695116
8600,44.628981:22.692592 44.627942:22.692387 44.627119:22.692220
8601,44.629356:22.692670 44.628981:22.692592
8602,44.646319:22.697242 44.645898:22.697877 44.645657:22.698191 44.645285:22.698561 44.644967:22.698840 44.644579:22.699076 44.644201:22.699269 44.643844:22.699392 44.643352:22.699478 44.642924:22.699505 44.642501:22.699446 44.642108:22.699350 44.641695:22.699199 44.641322:22.699036 44.641112:22.698936 44.640876:22.698849
8603,44.653810:22.683352 44.653780:22.683473 44.653680:22.683831
8604,45.136962:26.784979 45.135965:26.786057 45.135865:26.786186 45.135779:26.786311 45.135671:26.786489 45.135560:26.786682 45.135429:26.786949 45.135365:26.787090 45.135295:26.787262 45.135237:26.787441 45.135182:26.787629 45.135151:26.787769 45.135128:26.787903 45.135110:26.788054 45.135101:26.788226 45.135099:26.788415 45.135107:26.788548 45.135122:26.788685 45.135143:26.788830 45.135163:26.788940 45.135216:26.789203 45.135349:26.789820 45.135362:26.789879 45.135489:26.790437 45.135540:26.790657 45.135583:26.790815 45.135632:26.790960 45.135706:26.791100 45.135788:26.791204 45.135886:26.791298 45.135990:26.791360 45.136087:26.791387 45.136170:26.791392 45.136251:26.791384 45.136340:26.791358
8605,47.475896:22.582981 47.475656:22.583360 47.475421:22.583707
8606,47.479251:22.592382 47.479115:22.592902 47.478849:22.593807 47.478700:22.594029 47.478518:22.594207 47.478224:22.594422 47.478061:22.594546 47.477951:22.594682 47.477826:22.594910
8607,47.477757:22.595034 47.477586:22.595382 47.477546:22.595510 47.477492:22.595682 47.477367:22.596327 47.477333:22.596924 47.477313:22.597318 47.477316:22.597734 47.477354:22.598215
8608,47.477826:22.594910 47.477757:22.595034
8609,47.233054:26.592481 47.233057:26.592366 47.233063:26.592295 47.233076:26.592210 47.233096:26.592127 47.233139:26.592025 47.233190:26.591919 47.233276:26.591787
8610,44.429112:26.063800 44.429027:26.063932 44.428658:26.064502
8611,46.141486:21.306222 46.141412:21.306241 46.141326:21.306257 46.141197:21.306260 46.141082:21.306236 46.140981:21.306200 46.140893:21.306153 46.140767:21.306059 46.140692:21.305985 46.140592:21.305864 46.140492:21.305702 46.140417:21.305536 46.140357:21.305347 46.140318:21.305163 46.140296:21.304951 46.140273:21.304606
8612,46.172449:21.280992 46.172752:21.281554
8613,46.173917:21.280961 46.174274:21.280965 46.174341:21.280971 46.174408:21.280984 46.174473:21.281012 46.174535:21.281052 46.174592:21.281105 46.174647:21.281175 46.174687:21.281247 46.174722:21.281325 46.174747:21.281410 46.174764:21.281491 46.174774:21.281583 46.174773:21.281714 46.174751:21.281853 46.174712:21.281990 46.174639:21.282151
8614,46.171119:21.280081 46.171393:21.280145 46.171460:21.280156 46.171538:21.280183 46.171604:21.280221 46.171691:21.280312 46.171740:21.280391 46.171771:21.280459 46.171799:21.280540 46.171818:21.280634 46.171825:21.280717 46.171823:21.280809 46.171814:21.280887 46.171799:21.280958 46.171774:21.281033 46.171729:21.281131 46.171670:21.281213 46.171600:21.281281 46.171516:21.281333 46.171160:21.281502
8615,46.172752:21.281554 46.172840:21.281710 46.172936:21.281847 46.173003:21.281916 46.173096:21.281984 46.173213:21.282045 46.173475:21.282134 46.173780:21.282225 46.174098:21.282313 46.174254:21.282336 46.174348:21.282336 46.174412:21.282322 46.174462:21.282303 46.174520:21.282269 46.174569:21.282231 46.174639:21.282151
8616,46.174639:21.282151 46.174688:21.282095 46.174726:21.282051 46.174769:21.281970 46.174833:21.281802 46.174896:21.281579 46.174952:21.281361 46.175013:21.281151 46.175084:21.280972 46.175138:21.280874 46.175197:21.280796 46.175272:21.280714 46.175355:21.280645 46.175428:21.280600 46.175797:21.280386
8617,47.657777:23.555106 47.657643:23.554147 47.657575:23.553690 47.657504:23.553310 47.657484:23.553222 47.657471:23.553166 47.656965:23.550786 47.656737:23.549601 47.656585:23.548765
8618,46.560369:23.852826 46.560396:23.852397 46.560416:23.851946 46.560382:23.851387 46.560324:23.850902 46.560244:23.850456 46.560133:23.849988 46.559979:23.849532 46.559416:23.848160
8619,46.262327:28.119031 46.263625:28.119473 46.264938:28.119944 46.265403:28.120084 46.266281:28.120393 46.267074:28.120648 46.267313:28.120885 46.267569:28.121075 46.267861:28.121388 46.268149:28.121772 46.268676:28.122367
8620,46.254444:28.113258 46.254695:28.113759 46.254926:28.114054 46.255526:28.114776 46.255878:28.115095 46.256315:28.115397 46.256587:28.115635 46.256757:28.115848 46.256909:28.116109 46.257168:28.116405 46.257621:28.116923 46.257928:28.117351 46.257971:28.117411 46.258129:28.117578 46.258292:28.117708 46.258695:28.117888 46.259308:28.118011 46.259566:28.118128
8621,46.389548:28.156518 46.391839:28.157719 46.392227:28.157894 46.392550:28.158002 46.393010:28.158083 46.394591:28.158285 46.396946:28.158572 46.397387:28.158621 46.397818:28.158620 46.398240:28.158560 46.398729:28.158439 46.399567:28.158110 46.399851:28.158005
8622,46.261918:28.118919 46.262327:28.119031
8623,46.259566:28.118128 46.261918:28.118919
8624,46.300104:28.141274 46.300427:28.141109
8625,46.386494:28.154888 46.386861:28.155086
8626,46.202322:28.030525 46.202028:28.032323
8627,46.209677:28.012557 46.208575:28.013568 46.208013:28.014096 46.207516:28.014567 46.207259:28.014803 46.206920:28.015177 46.206824:28.015299 46.206669:28.015503 46.206557:28.015675 46.206517:28.015745 46.206449:28.015865 46.206344:28.016093 46.206247:28.016343 46.206152:28.016637 46.206109:28.016817 46.206072:28.017025 46.206054:28.017212 46.206046:28.017429 46.206036:28.017820 46.206023:28.018208 46.205982:28.019146 46.205967:28.019375 46.205942:28.019599 46.205902:28.019833 46.205844:28.020061 46.205757:28.020292 46.205646:28.020515 46.205526:28.020689 46.205428:28.020810 46.205357:28.020884 46.205188:28.021027 46.205062:28.021117 46.204930:28.021204 46.204816:28.021274 46.204684:28.021346 46.204262:28.021571 46.204123:28.021648 46.203598:28.021940 46.203060:28.022238 46.201831:28.022928 46.201644:28.023035
8628,46.274124:28.123464 46.274388:28.123582 46.274748:28.123763 46.275068:28.124056 46.275754:28.124731 46.276143:28.125215 46.276862:28.126124 46.277966:28.127483 46.279498:28.129200 46.279889:28.129606 46.280355:28.129959 46.280899:28.130360 46.281712:28.130963 46.282188:28.131284 46.282711:28.131577
8629,46.233668:28.101984 46.235025:28.103645 46.236079:28.105021 46.236282:28.105251 46.236510:28.105402 46.236985:28.105525 46.238840:28.105816 46.239106:28.105865 46.239352:28.105949 46.241123:28.106734 46.243908:28.107851 46.245603:28.108526 46.246393:28.108883 46.247984:28.109423 46.248444:28.109656 46.248496:28.109692 46.248628:28.109781 46.248783:28.109966 46.249483:28.110768 46.249879:28.111091 46.250212:28.111258 46.250500:28.111348 46.250855:28.111416 46.251255:28.111432 46.252464:28.111430 46.253106:28.111507 46.253360:28.111532 46.253540:28.111540 46.253709:28.111610 46.253824:28.111763 46.253883:28.111908 46.254096:28.112492 46.254444:28.113258
8630,46.423454:28.185230 46.423674:28.185373 46.427925:28.187929 46.433323:28.191344 46.436169:28.193125 46.436664:28.193353 46.437175:28.193391 46.439691:28.193394 46.445260:28.193361 46.450285:28.193296 46.450923:28.193286 46.452408:28.193262 46.455166:28.193215 46.455839:28.193154 46.457911:28.192908 46.459601:28.192717 46.460514:28.192614 46.460785:28.192575 46.461091:28.192482 46.461634:28.192264 46.464232:28.191123 46.464601:28.190985 46.464813:28.190998 46.464997:28.191039 46.465364:28.191207 46.467015:28.192120 46.467397:28.192401 46.467713:28.192860 46.468346:28.194006 46.468663:28.194509 46.469098:28.194890 46.469540:28.195234 46.469572:28.195257 46.470256:28.195751 46.470825:28.196162 46.471007:28.196274 46.471189:28.196329 46.471328:28.196324 46.471548:28.196272 46.471910:28.196126 46.472073:28.196003 46.472196:28.195868 46.472845:28.194827 46.472996:28.194689 46.473169:28.194625 46.473536:28.194578 46.473959:28.194538 46.475927:28.194323 46.476200:28.194310 46.476424:28.194341 46.476597:28.194405 46.476949:28.194572 46.477453:28.194855 46.478399:28.195432 46.478754:28.195615 46.478912:28.195643 46.479104:28.195590 46.479372:28.195368 46.480520:28.194421
8631,46.480520:28.194421 46.481630:28.193467 46.481828:28.193227 46.481990:28.192975 46.483420:28.190709 46.483749:28.190199 46.483941:28.189995 46.484105:28.189880 46.484546:28.189733 46.485101:28.189637 46.485442:28.189539 46.485610:28.189439 46.485933:28.189141 46.486252:28.188807 46.488965:28.186000 46.493356:28.181516 46.495514:28.179296 46.495574:28.179237 46.495644:28.179171 46.495895:28.178907 46.496537:28.178259 46.496839:28.177968 46.497077:28.177790 46.497521:28.177516 46.499300:28.176496 46.502833:28.174571 46.507342:28.172141 46.507803:28.171945 46.508033:28.171868 46.508250:28.171843 46.508521:28.171869 46.508852:28.171951 46.511525:28.172779 46.513923:28.173491 46.515089:28.173864 46.515615:28.174141 46.516189:28.174516 46.516526:28.174747 46.516545:28.174761 46.516875:28.175008 46.517036:28.175128 46.518460:28.176157 46.518479:28.176171 46.519028:28.176568 46.519265:28.176703 46.519433:28.176745 46.519745:28.176746 46.520111:28.176677 46.521047:28.176485 46.521655:28.176388 46.522592:28.176277 46.523146:28.176198 46.523646:28.176023 46.524271:28.175787 46.524675:28.175653 46.524880:28.175625 46.525252:28.175619 46.526274:28.175593 46.526358:28.175590 46.526736:28.175581 46.526836:28.175578 46.527307:28.175497 46.528317:28.175305 46.531146:28.174798 46.531445:28.174747 46.531770:28.174678 46.532376:28.174465 46.533805:28.173965 46.534774:28.173625 46.534843:28.173596 46.535376:28.173368 46.535910:28.173053 46.537667:28.171727 46.540562:28.169465 46.541734:28.168580 46.542181:28.168243 46.542372:28.168139 46.542499:28.168107 46.542619:28.168092 46.542856:28.168138 46.543043:28.168216 46.543928:28.168542 46.544185:28.168599 46.544380:28.168617 46.544898:28.168582 46.545429:28.168532 46.546527:28.168393 46.546849:28.168387 46.547203:28.168502 46.547532:28.168676 46.550491:28.170258 46.552783:28.171501 46.559090:28.174913 46.559803:28.175283 46.560031:28.175396 46.560255:28.175487 46.560447:28.175571 46.561783:28.175815 46.562826:28.175995 46.565704:28.176513 46.568555:28.177040 46.568698:28.177087 46.568867:28.177162 46.569091:28.177292 46.569611:28.177671 46.570813:28.178578 46.570986:28.178728 46.571166:28.178836 46.571364:28.178909 46.572340:28.179029 46.574996:28.179281 46.577638:28.179547
8632,46.289677:28.142290 46.289692:28.142563 46.289659:28.143604 46.289620:28.145017 46.289577:28.145914 46.289568:28.146222 46.289567:28.146365 46.289760:28.146357 46.290591:28.146222 46.290930:28.146156 46.292344:28.145412 46.293431:28.144815 46.294837:28.144046 46.294925:28.143994 46.296790:28.142980 46.296842:28.142943 46.297201:28.142727 46.298041:28.142276 46.298125:28.142231 46.298489:28.142038 46.299142:28.141764 46.299532:28.141540 46.300104:28.141274
8633,46.208171:28.094771 46.208722:28.094853 46.209296:28.094862 46.209410:28.094858 46.210372:28.094828 46.210975:28.094827 46.211562:28.094794 46.211933:28.094671 46.212450:28.094393 46.213097:28.094030 46.214175:28.093427 46.215018:28.092972 46.215225:28.092863 46.215342:28.092826 46.215460:28.092844 46.215565:28.092867 46.216082:28.093322 46.216351:28.093498 46.216859:28.093717 46.216966:28.093801 46.217356:28.094107 46.217698:28.094322 46.218074:28.094502 46.218797:28.094940 46.219518:28.095390 46.220889:28.096209 46.221075:28.096280 46.221458:28.096214 46.221488:28.096208 46.222246:28.096013 46.222382:28.095988 46.222801:28.095831 46.222866:28.095924 46.222955:28.095933 46.223146:28.095987 46.224888:28.096316 46.225351:28.096468 46.225876:28.096537 46.227131:28.096809 46.229054:28.097218 46.229378:28.097260 46.229713:28.097389 46.229952:28.097463 46.230319:28.097567 46.230895:28.098023 46.231304:28.098263 46.231981:28.098541 46.232263:28.098689 46.232598:28.098958 46.232828:28.099272 46.232937:28.099509 46.233025:28.099805 46.233299:28.101088 46.233423:28.101591 46.233538:28.101810 46.233668:28.101984
8634,46.322630:28.140885 46.323535:28.140400 46.323839:28.140308 46.323977:28.140342 46.324097:28.140430 46.324486:28.140962 46.324962:28.141624 46.325246:28.142069 46.325451:28.142541 46.325664:28.142845 46.325869:28.142996 46.326384:28.143136 46.327625:28.143340 46.329632:28.143710 46.330154:28.143816 46.330756:28.144097 46.331240:28.144522 46.331905:28.145101 46.332173:28.145307 46.332446:28.145468 46.332671:28.145513 46.332894:28.145525 46.333406:28.145485 46.343411:28.144264
8635,46.343411:28.144264 46.344158:28.144190 46.347932:28.143733 46.348950:28.143608 46.349251:28.143580 46.350607:28.143419 46.352474:28.143187 46.353011:28.143141 46.353820:28.143027 46.353970:28.143010 46.354347:28.142976 46.354968:28.143351 46.356503:28.144502 46.358307:28.145847 46.359244:28.146546 46.359523:28.146723 46.360341:28.147243 46.360782:28.147520 46.361648:28.148053 46.362336:28.148509 46.362527:28.148611 46.362730:28.148698 46.363008:28.148725 46.363568:28.148698 46.364024:28.148676 46.364334:28.148661 46.364611:28.148657 46.365149:28.148650 46.365652:28.148626 46.366136:28.148612 46.366325:28.148607 46.367233:28.148586 46.367629:28.148603 46.367973:28.148732 46.368043:28.148765 46.368287:28.148916 46.368601:28.149192 46.369055:28.149606 46.369204:28.149743 46.369486:28.150013 46.369761:28.150221 46.369951:28.150226 46.370152:28.150149 46.370217:28.150125 46.370414:28.150030 46.370576:28.149954 46.370639:28.149928 46.371024:28.149735 46.371372:28.149514 46.371447:28.149456 46.371676:28.149284 46.371932:28.149134 46.372270:28.149019 46.373611:28.148708 46.373872:28.148643 46.373970:28.148616 46.374308:28.148534 46.374836:28.148404 46.375148:28.148387 46.375328:28.148408 46.375507:28.148468 46.376120:28.148743 46.376269:28.148810 46.376456:28.148895 46.377486:28.149320 46.378199:28.149641 46.380282:28.150516 46.380882:28.150788 46.381241:28.150990 46.381417:28.151109 46.381633:28.151304 46.381910:28.151582 46.382673:28.152343 46.382952:28.152616 46.383615:28.153242 46.383898:28.153515 46.384364:28.153807 46.385120:28.154193 46.386494:28.154888
8636,46.300427:28.141109 46.300784:28.140920 46.301320:28.140643 46.301704:28.140460 46.302395:28.140117 46.302878:28.139880 46.304149:28.139257 46.304582:28.139035 46.305121:28.138758 46.305707:28.138490 46.305878:28.138484 46.306115:28.138584 46.307948:28.139346 46.309674:28.140058 46.309896:28.140162 46.310085:28.140295 46.310468:28.140647
8637,46.936577:26.383195 46.936588:26.383516
8638,46.936699:26.383098 46.936677:26.383082 46.936653:26.383077 46.936629:26.383083 46.936607:26.383100 46.936590:26.383126 46.936580:26.383158
8639,46.936699:26.383098 46.936586:26.382798
8640,46.936699:26.383281 46.936787:26.383229
8641,46.936588:26.383516 46.936586:26.383607 46.936574:26.383825 46.936577:26.383969 46.936590:26.384109 46.936609:26.384248
8642,46.940659:26.328188 46.940655:26.328039 46.940646:26.327901 46.940632:26.327758 46.940606:26.327521 46.940576:26.327246 46.940534:26.326859 46.940489:26.326455 46.940416:26.325804 46.940311:26.324970 46.940277:26.324654 46.940237:26.324297 46.940216:26.324055 46.940206:26.323888 46.940201:26.323735 46.940203:26.323592 46.940209:26.323422 46.940220:26.323262 46.940223:26.323214
8643,46.938718:26.338310 46.938813:26.337973 46.938856:26.337813
8644,47.572153:22.546873 47.572281:22.546990 47.573422:22.548256 47.573826:22.548714 47.574287:22.549106 47.574988:22.549549 47.575451:22.549868 47.575578:22.549949 47.575653:22.549986 47.575874:22.550023 47.576006:22.550053 47.576119:22.550055 47.576218:22.550063 47.576290:22.550053 47.576354:22.550042 47.576455:22.550013 47.576620:22.549948 47.576743:22.549886 47.576935:22.549763 47.577441:22.549396 47.578326:22.548762 47.578947:22.548328 47.579363:22.548041 47.579587:22.547907 47.579737:22.547835 47.579837:22.547794 47.579942:22.547759 47.580056:22.547749 47.580470:22.547690 47.592314:22.546636
8645,47.572004:22.546716 47.572153:22.546873
8646,46.768007:23.597993 46.767953:23.598007 46.767894:23.598017 46.767775:23.598025 46.767728:23.598025 46.767647:23.598030
8647,46.768007:23.597993 46.767904:23.598060 46.767754:23.598147 46.767700:23.598181 46.767677:23.598194 46.767519:23.598282
8648,46.767519:23.598282 46.767384:23.598504 46.767338:23.598596 46.767321:23.598631 46.767284:23.598733 46.767250:23.598844
8649,45.767988:21.237596 45.767988:21.237586 45.767991:21.237573 45.767996:21.237550 45.768024:21.237441 45.768064:21.237292 45.768350:21.236222 45.768375:21.236123 45.768432:21.235894 45.768477:21.235702 45.768521:21.235481 45.768541:21.235367 45.768574:21.235178 45.768615:21.234940 45.768640:21.234792 45.768677:21.234587 45.768776:21.234074 45.768911:21.233502 45.768954:21.233294 45.769015:21.233008 45.769048:21.232852
8650,45.767787:21.238204 45.767840:21.238075 45.767854:21.237994 45.767860:21.237899 45.767871:21.237849 45.767887:21.237803
8651,45.767646:21.238694 45.767539:21.239074
8652,45.769908:21.222556 45.770000:21.222956 45.770019:21.223036 45.770036:21.223102
8653,45.767718:21.237755 45.767746:21.237803 45.767756:21.237829 45.767769:21.237866 45.767777:21.237983 45.767787:21.238204
8654,45.767718:21.237755 45.767738:21.237779 45.767761:21.237797 45.767785:21.237810 45.767811:21.237817 45.767837:21.237818 45.767862:21.237814 45.767887:21.237803
8655,45.770171:21.225708 45.770155:21.225914
8656,45.770006:21.227875 45.769978:21.228099 45.769951:21.228284 45.769916:21.228469 45.769871:21.228662 45.769829:21.228828 45.769815:21.228885 45.769660:21.229470
8657,45.770285:21.223826 45.770336:21.223673 45.770319:21.223456 45.770324:21.223337 45.770331:21.223283 45.770368:21.223124
8658,45.769644:21.230336 45.769672:21.230210 45.769729:21.229950 45.769778:21.229696 45.769821:21.229455 45.769892:21.229013 45.769919:21.228804 45.769941:21.228603 45.770006:21.227875
8659,45.775383:21.232788 45.775444:21.232812
8660,45.778151:21.233960 45.778618:21.234157 45.778685:21.234186
8661,45.769429:21.230417 45.769408:21.230522 45.769388:21.230609 45.769291:21.231100 45.769259:21.231279 45.769132:21.231983 45.769115:21.232073 45.769082:21.232263 45.769047:21.232455 45.769031:21.232546 45.768980:21.232821 45.768947:21.232973 45.768862:21.233415 45.768807:21.233638 45.768758:21.233823 45.768535:21.234611 45.768464:21.234890 45.768414:21.235111 45.768367:21.235386 45.768343:21.235520
8662,45.769465:21.230262 45.769429:21.230417
8663,45.769608:21.230487 45.769644:21.230336
8664,45.759664:21.218266 45.759677:21.218272 45.759860:21.218347 45.759921:21.218375 45.759994:21.218409
8665,45.764236:21.224739 45.764270:21.224767 45.764309:21.224806 45.764374:21.224842
8666,45.764690:21.224539 45.764621:21.224577 45.764575:21.224595 45.764535:21.224604 45.764485:21.224605 45.764434:21.224591 45.764394:21.224562 45.764359:21.224522 45.764337:21.224493 45.764316:21.224456 45.764297:21.224415 45.764255:21.224342
8667,45.763918:21.224706 45.763883:21.224743 45.763835:21.224804 45.763783:21.224890 45.763727:21.225012 45.763690:21.225131 45.763633:21.225378 45.763616:21.225437 45.763585:21.225587
8668,45.764090:21.223906 45.764080:21.224066 45.764088:21.224213 45.764086:21.224319 45.764079:21.224389 45.764073:21.224423 45.764066:21.224450 45.764054:21.224490 45.764023:21.224550 45.764004:21.224585 45.763984:21.224618 45.763962:21.224648 45.763918:21.224706
8669,44.919675:24.234454 44.919472:24.234443 44.916756:24.234288 44.907188:24.233673 44.906796:24.233648 44.906260:24.233622 44.905819:24.233598 44.905519:24.233581 44.905346:24.233571 44.904972:24.233547 44.903600:24.233460 44.899063:24.233174 44.898087:24.233056 44.897960:24.233026 44.895449:24.232208 44.893209:24.231616 44.890648:24.231013
8670,44.920300:24.234488 44.919675:24.234454
8671,45.023488:24.493843 45.023933:24.493033 45.024594:24.491856
8672,45.024594:24.491856 45.024752:24.491564
8673,45.009864:24.270359 45.009536:24.269979
8674,45.005100:24.265452 45.001559:24.263034 44.997939:24.260564 44.996743:24.259748 44.994285:24.258070 44.992570:24.256895 44.992100:24.256574 44.991060:24.255861 44.990853:24.255720
8675,45.757911:21.233630 45.757942:21.233719 45.758065:21.234074
8676,45.758065:21.234074 45.758134:21.234273
8677,45.758769:21.231842 45.758667:21.231982 45.758594:21.232056 45.758567:21.232085 45.758538:21.232113 45.758495:21.232152 45.758366:21.232247 45.758347:21.232261 45.758299:21.232289 45.758259:21.232309 45.758221:21.232325 45.758144:21.232352 45.758117:21.232358 45.758095:21.232362 45.758071:21.232365 45.758049:21.232367 45.758020:21.232368 45.757992:21.232367
8678,45.757992:21.232367 45.757965:21.232366 45.757939:21.232368 45.757912:21.232374 45.757886:21.232383 45.757860:21.232395 45.757836:21.232410 45.757812:21.232429 45.757790:21.232450 45.757769:21.232474 45.757749:21.232500 45.757731:21.232529 45.757715:21.232560 45.757701:21.232593 45.757689:21.232627 45.757679:21.232663 45.757672:21.232700 45.757666:21.232737 45.757663:21.232775 45.757662:21.232814 45.757663:21.232852 45.757667:21.232890 45.757673:21.232928 45.757682:21.232965 45.757692:21.233000 45.757705:21.233034
8679,47.539855:22.563789 47.539910:22.563788 47.541441:22.563984 47.541860:22.564011 47.542153:22.563984 47.542322:22.563933 47.542984:22.563638 47.546486:22.561900 47.546895:22.561584 47.548821:22.560103 47.549899:22.559274 47.553604:22.556438 47.556487:22.554241 47.561235:22.550549 47.561793:22.550149 47.562851:22.549320
8680,47.539611:22.563786 47.539855:22.563789
8681,45.770262:21.223990 45.770285:21.223826
8682,45.800813:21.411175 45.801462:21.410704 45.802098:21.410297 45.802830:21.410012 45.803306:21.409893 45.803660:21.409838 45.804206:21.409804
8683,45.804206:21.409804 45.804769:21.409775
8684,45.805171:21.409762 45.805390:21.409809 45.805631:21.409974 45.805761:21.410225 45.805813:21.410492 45.805806:21.410679 45.805706:21.410985
8685,45.804522:21.404906 45.804468:21.406002 45.804427:21.407165 45.804445:21.409711
8686,45.844199:21.346267 45.843673:21.346939 45.842146:21.348712 45.834808:21.356602 45.834426:21.357031
8687,45.804534:21.407636 45.804556:21.406285 45.804638:21.404951 45.804788:21.403230 45.804897:21.402137 45.805082:21.400724 45.805245:21.399700
8688,45.120170:24.375709 45.120049:24.375476 45.119952:24.375286 45.119860:24.375082 45.119771:24.374868 45.119693:24.374647 45.119636:24.374462 45.119587:24.374280 45.119542:24.374090 45.119509:24.373897 45.119483:24.373687 45.119464:24.373500 45.119455:24.373306 45.119449:24.373131 45.119451:24.372976
8689,45.121080:24.377303 45.120379:24.376083
8690,47.541789:22.787912 47.541770:22.787605 47.541693:22.787160 47.541634:22.786966
8691,47.538231:22.783465 47.538060:22.783438 47.537942:22.783436 47.537681:22.783438 47.537099:22.783542 47.536684:22.783612 47.535920:22.783579 47.534912:22.783536 47.533977:22.783403
8692,47.623244:22.870507 47.622993:22.870509
8693,47.619138:22.873255 47.618981:22.873373 47.618671:22.873620 47.613899:22.877418 47.612149:22.878830 47.611930:22.879001 47.611361:22.879456 47.611133:22.879616 47.610602:22.880028 47.610053:22.880296 47.609657:22.880423 47.609177:22.880509 47.608841:22.880521 47.608498:22.880496 47.608041:22.880410 47.604191:22.879263 47.599841:22.877967
8694,47.741874:22.395732 47.741738:22.395857 47.741501:22.396145 47.741289:22.396291 47.741134:22.396382 47.740950:22.396490 47.739679:22.396772 47.738861:22.397277 47.738387:22.397438 47.737676:22.397622 47.737491:22.397764 47.737282:22.398088 47.736727:22.399190 47.736227:22.399790
8695,47.742112:22.395534 47.741874:22.395732
8696,47.743970:22.394582 47.743623:22.394507 47.743571:22.394510 47.743509:22.394529 47.742998:22.394755 47.742932:22.394801 47.742891:22.394835 47.742535:22.395174
8697,47.742535:22.395174 47.742911:22.394989 47.743622:22.394688 47.743970:22.394582
8698,44.167871:26.276889 44.167598:26.277488 44.167344:26.277893 44.167222:26.278088 44.167140:26.278211 44.167046:26.278370 44.166985:26.278501 44.166951:26.278649 44.166934:26.278806 44.166923:26.280470 44.166897:26.282666 44.166899:26.282920 44.166903:26.283503 44.166922:26.284073 44.166951:26.284570 44.167117:26.286350 44.167153:26.286469 44.167198:26.286564 44.167241:26.286636 44.167361:26.286709 44.167464:26.286761 44.168171:26.287136
8699,47.525244:22.030870 47.525247:22.030949 47.525295:22.031513 47.525489:22.033842
8700,45.786863:21.217865 45.786876:21.217725 45.786887:21.217652 45.786903:21.217587 45.786940:21.217461
8701,46.494615:24.624374 46.494397:24.624535 46.494198:24.624710 46.493996:24.624954 46.493559:24.625618 46.493323:24.625954 46.493021:24.626338 46.492784:24.626726 46.492616:24.627170 46.492533:24.627519 46.492433:24.627948 46.492305:24.628401 46.492114:24.628816 46.491950:24.629080 46.491769:24.629329 46.491486:24.629610 46.490374:24.630461 46.490077:24.630648 46.489767:24.630774 46.489193:24.630897 46.488879:24.630974 46.488753:24.631020 46.488646:24.631065 46.488480:24.631155 46.488369:24.631227 46.488269:24.631306 46.488139:24.631421 46.488018:24.631562 46.487906:24.631702 46.487801:24.631848
8702,47.211774:27.024151 47.211789:27.024219
8703,47.211789:27.024219 47.211818:27.024276 47.211858:27.024315 47.211905:27.024332
8704,47.211905:27.024332 47.211953:27.024326 47.211997:27.024296 47.212032:27.024247 47.212054:27.024183 47.212059:27.024113
