id,coords
17134,44.856838:22.399637 44.856809:22.399787 44.856804:22.399899 44.856806:22.399992 44.856816:22.400090 44.856828:22.400186 44.856856:22.400283 44.857121:22.400938 44.857173:22.401084 44.857242:22.401348 44.857287:22.401538 44.857319:22.401655 44.857360:22.401740 44.857430:22.401838 44.857816:22.402256 44.858125:22.402625 44.858444:22.402975 44.858743:22.403334 44.859018:22.403696 44.859294:22.404034 44.859648:22.404485 44.859755:22.404592 44.859850:22.404679 44.859960:22.404755 44.860089:22.404825 44.860315:22.404919 44.860814:22.405091 44.861278:22.405263 44.861565:22.405364 44.861662:22.405413 44.861737:22.405455 44.861832:22.405512 44.862139:22.405732 44.862424:22.405940 44.862693:22.406143 44.862860:22.406245 44.863003:22.406319 44.863137:22.406373 44.863273:22.406405 44.863625:22.406453 44.864065:22.406526 44.864309:22.406575 44.864491:22.406605 44.864601:22.406628 44.864692:22.406665 44.864731:22.406692 44.864768:22.406724 44.864893:22.406852 44.865139:22.407077 44.865347:22.407263
17135,45.021394:22.653890 45.021416:22.653749 45.021471:22.653433 45.021540:22.653245 45.021611:22.653099 45.021830:22.652753 45.022038:22.652495 45.022566:22.652026 45.022811:22.651854 45.023065:22.651699 45.023193:22.651627 45.023253:22.651548 45.023278:22.651445 45.023287:22.651344 45.023264:22.651224 45.023200:22.651068 45.023118:22.650965 45.023012:22.650882 45.022858:22.650830 45.022634:22.650760 45.022519:22.650691 45.022441:22.650593 45.022378:22.650469 45.022325:22.650296 45.022267:22.649967 45.022239:22.649701 45.022239:22.649459 45.022268:22.649204 45.022328:22.648934 45.022405:22.648686 45.022505:22.648470 45.022662:22.648247 45.022999:22.647888 45.023081:22.647803 45.023107:22.647714 45.023098:22.647614 45.023046:22.647462 45.022851:22.647084 45.022752:22.646861 45.022718:22.646646 45.022707:22.646331 45.022687:22.646101 45.022634:22.645954 45.022559:22.645820 45.022453:22.645624 45.022300:22.645221 45.022176:22.644617 45.022151:22.644418 45.022154:22.644231 45.022186:22.644062 45.022242:22.643863 45.022344:22.643674 45.022495:22.643436 45.022784:22.643022 45.022838:22.642904 45.022839:22.642828 45.022819:22.642730 45.022767:22.642649 45.022626:22.642559 45.022506:22.642505 45.022157:22.642422 45.021887:22.642366 45.021733:22.642295 45.021654:22.642187 45.021601:22.642045 45.021567:22.641875 45.021514:22.641526 45.021439:22.640881 45.021355:22.640362 45.021213:22.639714 45.020934:22.638494 45.020840:22.638092 45.020684:22.637545 45.020623:22.637220 45.020604:22.636964 45.020615:22.636772 45.020667:22.636501 45.020719:22.636234 45.020725:22.636072 45.020691:22.635908 45.020640:22.635770 45.020432:22.635385 45.020311:22.635217 45.020122:22.634964 45.020034:22.634777 45.019994:22.634612 45.019974:22.634324 45.019932:22.633898 45.019894:22.633564 45.019760:22.632981 45.019720:22.632726 45.019730:22.632555 45.019775:22.632340 45.019838:22.632168 45.019944:22.631999 45.020065:22.631866 45.020224:22.631776
17136,45.020512:22.695845 45.020536:22.695916 45.020706:22.696396 45.020736:22.696481 45.021012:22.697921 45.021028:22.698185 45.021028:22.698314 45.020989:22.699018 45.020987:22.699105 45.021070:22.700205 45.021146:22.700817 45.021152:22.700941 45.021138:22.701047 45.021105:22.701134 45.021000:22.701307 45.020143:22.702265 45.019811:22.702534 45.019714:22.702586 45.019082:22.702822 45.019008:22.702866 45.018955:22.702914 45.018909:22.702975 45.018791:22.703265 45.018758:22.703436 45.018651:22.703882 45.018635:22.703932 45.018610:22.703990 45.018254:22.704525 45.018228:22.704591 45.018198:22.704684 45.018187:22.704781 45.018180:22.705501 45.018193:22.705591 45.018230:22.705678 45.018267:22.705725 45.018318:22.705765 45.018368:22.705778 45.018711:22.705710 45.018771:22.705712 45.018838:22.705720 45.019628:22.706097 45.019679:22.706145 45.019722:22.706206 45.019971:22.706651 45.020236:22.706989 45.020827:22.707448 45.020932:22.707487 45.021028:22.707490 45.021173:22.707438 45.021330:22.707265 45.021739:22.706582 45.021800:22.706533 45.021845:22.706506 45.021925:22.706509 45.021970:22.706522 45.022023:22.706574 45.022071:22.706643 45.022104:22.706733 45.022123:22.706828 45.022124:22.706942 45.022116:22.707099 45.022090:22.707297 45.021986:22.707698 45.021894:22.707891 45.021851:22.707946 45.021808:22.707991 45.021513:22.708186 45.021450:22.708234 45.021407:22.708289 45.021227:22.708802 45.021222:22.708962 45.021245:22.709104 45.021331:22.709386 45.021415:22.709661 45.021434:22.709772 45.021425:22.709902 45.021290:22.710475 45.021289:22.710557 45.021298:22.710638 45.021311:22.710735 45.021480:22.711227 45.021516:22.711298 45.021795:22.711713 45.021886:22.711829 45.022106:22.712143 45.022371:22.712520 45.022421:22.712615 45.022457:22.712720 45.022470:22.712792 45.022485:22.713462 45.022477:22.713543 45.022375:22.714113 45.022363:22.714179 45.022328:22.714838 45.022320:22.714941 45.022304:22.715034 45.022132:22.715738 45.022121:22.715838 45.022117:22.715967 45.022112:22.716252 45.022125:22.716392 45.022283:22.717476 45.022315:22.717600 45.022818:22.718721 45.022867:22.718832 45.022913:22.718969 45.023206:22.720746 45.023219:22.720894 45.023223:22.721031 45.023214:22.721160 45.023033:22.722036 45.023020:22.722110 45.023014:22.722195 45.023025:22.723395 45.023020:22.723487 45.022986:22.724043 45.022975:22.725214 45.022915:22.725932 45.022755:22.727140 45.022692:22.727475 45.022641:22.727670 45.022585:22.727855 45.022375:22.728480 45.022175:22.729429 45.022153:22.729611 45.022143:22.729878 45.022151:22.730060 45.022214:22.730790 45.022214:22.730896 45.022210:22.731004 45.022181:22.731283
17137,46.468615:23.477189 46.468660:23.477911
17138,46.468660:23.477911 46.468799:23.479980 46.468814:23.480192 46.468806:23.480351 46.468786:23.480474 46.468758:23.480571 46.468726:23.480740 46.468723:23.480844 46.468734:23.480943 46.468899:23.481626 46.468940:23.481816 46.468961:23.482015 46.468982:23.482210 46.468983:23.482418 46.468971:23.482840 46.468979:23.483134 46.468998:23.483288 46.469028:23.483438 46.469197:23.483994 46.469376:23.484542 46.469482:23.484820 46.469593:23.485096 46.469712:23.485371 46.469836:23.485639 46.470087:23.486165 46.470345:23.486686 46.470707:23.487467 46.470876:23.487897 46.471035:23.488304 46.471156:23.488565 46.471265:23.488774 46.471352:23.488921 46.471447:23.489058 46.471661:23.489330 46.472298:23.490028 46.472620:23.490378 46.472779:23.490545 46.472946:23.490700 46.473239:23.490911 46.474206:23.491520 46.474374:23.491645 46.474542:23.491792 46.474778:23.492053 46.474905:23.492229 46.475014:23.492396 46.475090:23.492532 46.475156:23.492690 46.475211:23.492865 46.475261:23.493080 46.475339:23.493497 46.475408:23.493758 46.475504:23.494059 46.475679:23.494501 46.475837:23.494917 46.476100:23.495768 46.476223:23.496242 46.476270:23.496478 46.476324:23.496837 46.476355:23.497201 46.476363:23.497463 46.476363:23.497725 46.476346:23.498160 46.476320:23.498476 46.476278:23.498792 46.476217:23.499177 46.476087:23.499775 46.475977:23.500341 46.475926:23.500656 46.475888:23.500919 46.475864:23.501153 46.475855:23.501397 46.475869:23.501660 46.475902:23.501926 46.476098:23.503101 46.476217:23.503680 46.476276:23.503967 46.476351:23.504240 46.476454:23.504530 46.476928:23.505704 46.477055:23.505970 46.477169:23.506191 46.477296:23.506397 46.477404:23.506557 46.477783:23.507019 46.477909:23.507141
17139,45.375320:23.305037 45.375327:23.304919 45.375326:23.304816 45.375322:23.304701 45.375316:23.304567 45.375304:23.304399 45.375296:23.304306
17140,45.375296:23.304306 45.375281:23.304144 45.375263:23.303970 45.375252:23.303850
17141,45.375084:23.303938 45.375168:23.304321
17142,45.375168:23.304321 45.375207:23.304483 45.375248:23.304695 45.375291:23.304919 45.375320:23.305037
17143,44.986533:26.012612 44.986445:26.012355 44.986294:26.011960 44.986234:26.011784
17144,44.986325:26.013605 44.986381:26.013351 44.986400:26.013278 44.986424:26.013181
17145,44.986493:26.013170 44.986584:26.013209 44.986636:26.013242 44.986678:26.013278 44.986713:26.013322 44.986747:26.013381 44.986801:26.013515
17146,44.986294:26.013106 44.986354:26.013159 44.986424:26.013181
17147,44.986424:26.013181 44.986493:26.013170
17148,44.986493:26.013170 44.986557:26.013126 44.986608:26.013056 44.986639:26.012965 44.986648:26.012865
17149,44.986648:26.012865 44.986646:26.012843 44.986634:26.012773 44.986610:26.012709 44.986576:26.012655 44.986533:26.012612
17150,44.986533:26.012612 44.986472:26.012583 44.986407:26.012581 44.986345:26.012607 44.986292:26.012657 44.986251:26.012728
17151,44.986251:26.012728 44.986231:26.012792 44.986222:26.012862 44.986225:26.012932
17152,44.986225:26.012932 44.986249:26.013027 44.986294:26.013106
17153,44.986171:26.011827 44.986208:26.011918 44.986238:26.012017 44.986271:26.012172 44.986275:26.012287 44.986278:26.012359 44.986273:26.012485 44.986268:26.012578 44.986261:26.012640 44.986251:26.012728
17154,44.986283:26.013800 44.986304:26.013703 44.986325:26.013605
17155,44.987108:26.014277 44.987158:26.014399 44.987198:26.014491
17156,44.987358:26.014773 44.987512:26.014960 44.987657:26.015117 44.987791:26.015242 44.987915:26.015335 44.988038:26.015410 44.988177:26.015472 44.988348:26.015529 44.988488:26.015562 44.988611:26.015577 44.988716:26.015583 44.988848:26.015570 44.988964:26.015555 44.989110:26.015515 44.989291:26.015447 44.989493:26.015345 44.989725:26.015202 44.989983:26.015008 44.990317:26.014746 44.991494:26.013769 44.991946:26.013419 44.992331:26.013125 44.992537:26.012982 44.992688:26.012892 44.992868:26.012802 44.993045:26.012735 44.993193:26.012693 44.993318:26.012670 44.993447:26.012656 44.993593:26.012648 44.993761:26.012651 44.993908:26.012664 44.994005:26.012676 44.994210:26.012723 44.994444:26.012796 44.994675:26.012901 44.994877:26.013023 44.995086:26.013176 44.995253:26.013318 44.995399:26.013463 44.995534:26.013611 44.995671:26.013784 44.995865:26.014076 44.996081:26.014460
17157,44.983674:26.004541 44.983863:26.005084
17158,45.103892:25.753517 45.104460:25.751536 45.104512:25.751350
17159,45.013014:24.723164 45.012886:24.723549 45.012755:24.723932 45.012612:24.724316 45.012466:24.724695 45.012303:24.725087 45.012133:24.725472 45.012019:24.725726 45.011901:24.725974 45.011781:24.726216 45.011657:24.726463 45.011530:24.726706 45.011400:24.726944 45.011267:24.727180 45.011132:24.727411 45.010993:24.727641 45.010853:24.727865 45.010711:24.728086 45.010567:24.728309 45.010420:24.728522 45.010270:24.728732 45.010118:24.728938 45.009962:24.729144 45.009804:24.729349 45.009644:24.729546 45.009482:24.729738 45.009318:24.729926 45.009149:24.730119 45.008985:24.730295 45.008814:24.730475 45.008466:24.730825 45.008109:24.731159 45.007934:24.731326 45.007725:24.731523
17160,44.421678:26.090771 44.421237:26.089913
17161,44.418410:26.084428 44.418443:26.084501 44.418491:26.084607 44.418559:26.084755 44.418699:26.085034 44.418831:26.085288 44.419283:26.086155 44.419577:26.086714 44.419965:26.087450 44.419996:26.087509 44.420070:26.087651 44.420266:26.088031 44.420334:26.088158 44.420650:26.088782
17162,44.420650:26.088782 44.420712:26.088902 44.420859:26.089189 44.421003:26.089464 44.421047:26.089554 44.421187:26.089820 44.421237:26.089913
17163,44.719324:21.655821 44.720052:21.651422 44.720112:21.651042 44.720152:21.650688 44.720165:21.650398 44.720163:21.650184 44.720141:21.649881 44.720090:21.649588 44.720027:21.649358 44.719972:21.649156 44.719549:21.648115 44.719488:21.647983 44.717871:21.644464 44.717755:21.644212 44.717620:21.643925 44.717519:21.643651 44.717452:21.643359 44.717412:21.643050 44.717389:21.642707 44.717387:21.642516 44.717385:21.642398 44.717401:21.642155 44.717433:21.641883 44.717467:21.641723 44.717483:21.641648 44.718419:21.638632
17164,44.804405:21.566222 44.804722:21.565986
17165,44.719288:21.656094 44.719324:21.655821
17166,44.825214:21.556751 44.825033:21.556960 44.824725:21.557242 44.824546:21.557423 44.824313:21.557720 44.824131:21.557976 44.823969:21.558283 44.823880:21.558554 44.823854:21.558762 44.823868:21.558957 44.823912:21.559122 44.824020:21.559287 44.824190:21.559409 44.824415:21.559477 44.824817:21.559515 44.825058:21.559552 44.825276:21.559640 44.825398:21.559703 44.825535:21.559806 44.825660:21.559944 44.825818:21.560138 44.826031:21.560373 44.826166:21.560483 44.826295:21.560573 44.826611:21.560718 44.826762:21.560814 44.826839:21.560909 44.826910:21.561021 44.826975:21.561207 44.827045:21.561409 44.827127:21.561550 44.827452:21.561924 44.827798:21.562277 44.828285:21.562746 44.828437:21.562848 44.828564:21.562890 44.828719:21.562886 44.828859:21.562815 44.829512:21.562325 44.829706:21.562173 44.829938:21.561908 44.830124:21.561671 44.830247:21.561533 44.830395:21.561417 44.830576:21.561314 44.831383:21.561011 44.831579:21.560898 44.831700:21.560776 44.831807:21.560647 44.831916:21.560500 44.832077:21.560143 44.832164:21.559815 44.832207:21.559431 44.832287:21.559028 44.832415:21.558634 44.832642:21.558152 44.832795:21.557731 44.832883:21.557368 44.832955:21.557153 44.833030:21.557018 44.833147:21.556900 44.833282:21.556809 44.833424:21.556773 44.833551:21.556778 44.833653:21.556815 44.833771:21.556911 44.834031:21.557214 44.834161:21.557339 44.834269:21.557412 44.834383:21.557468 44.834474:21.557475 44.834586:21.557460 44.834730:21.557398 44.834884:21.557275 44.835080:21.557118 44.835235:21.557008 44.835395:21.556904 44.835541:21.556855 44.835779:21.556816 44.836464:21.556842 44.836653:21.556821 44.836828:21.556792 44.836991:21.556751 44.837156:21.556678 44.837641:21.556406 44.837816:21.556287 44.837975:21.556160 44.838357:21.555738 44.838508:21.555584 44.838568:21.555560 44.838651:21.555576 44.838720:21.555612 44.838794:21.555694 44.838822:21.555798 44.838830:21.555899 44.838826:21.556026 44.838789:21.556158 44.838715:21.556282 44.837715:21.557557 44.836926:21.558618 44.836141:21.559560 44.835927:21.559795 44.835819:21.559950 44.835758:21.560116 44.835724:21.560302 44.835726:21.560546 44.835766:21.560747 44.835838:21.560913 44.835926:21.561042 44.836081:21.561187 44.836194:21.561235 44.837072:21.561469 44.837206:21.561487 44.837342:21.561494 44.837544:21.561484 44.837746:21.561441 44.837877:21.561393 44.838008:21.561335 44.838208:21.561222 44.838389:21.561089 44.838759:21.560757 44.838912:21.560661 44.839061:21.560616 44.839203:21.560641 44.839344:21.560709 44.839435:21.560801 44.839537:21.560951 44.839596:21.561096 44.839745:21.561828 44.839821:21.562104 44.839899:21.562219 44.840036:21.562306 44.840698:21.562372 44.840840:21.562407 44.841163:21.562487 44.841298:21.562510 44.841517:21.562499 44.841604:21.562516 44.841656:21.562558 44.841690:21.562629 44.841716:21.562728 44.841716:21.562846 44.841697:21.562931 44.841672:21.563003 44.841612:21.563090 44.841522:21.563174 44.841087:21.563498 44.840863:21.563701 44.840743:21.563845 44.840660:21.564027 44.840601:21.564225 44.840585:21.564446 44.840625:21.564706 44.840706:21.564879 44.840826:21.565011 44.840997:21.565120 44.841279:21.565219 44.841461:21.565307 44.841631:21.565462 44.841747:21.565652 44.841810:21.565851 44.841888:21.566280 44.841964:21.566562 44.842078:21.566881 44.842318:21.567358 44.842573:21.567860 44.842892:21.568413 44.843010:21.568536 44.843138:21.568616 44.843313:21.568644 44.843607:21.568624 44.843828:21.568630 44.843999:21.568673 44.844187:21.568777 44.844416:21.568970 44.845621:21.570169 44.846082:21.570617 44.846272:21.570765 44.846574:21.570904 44.846854:21.570942 44.847093:21.570934 44.847350:21.570869 44.847597:21.570722 44.847835:21.570507 44.848076:21.570220 44.848257:21.569925 44.848428:21.569577 44.849238:21.567785 44.849373:21.567552 44.849522:21.567423 44.849681:21.567350 44.849878:21.567376 44.850004:21.567437 44.850104:21.567526 44.850158:21.567587 44.850218:21.567673 44.850315:21.567817 44.850414:21.567952 44.850509:21.568060 44.850609:21.568156 44.850742:21.568261 44.850838:21.568320 44.850982:21.568390 44.851107:21.568424 44.851234:21.568437 44.851388:21.568433 44.851485:21.568422 44.851634:21.568377 44.851764:21.568317 44.851883:21.568230 44.852007:21.568107 44.852103:21.567990 44.852193:21.567855 44.852287:21.567686 44.852348:21.567543 44.852422:21.567336 44.852455:21.567207 44.852471:21.567100 44.852480:21.566943 44.852477:21.566713 44.852472:21.566596 44.852456:21.566391 44.852432:21.566205 44.852411:21.566094 44.852360:21.565868 44.852305:21.565670 44.852259:21.565479 44.852236:21.565292 44.852241:21.565136 44.852266:21.564989 44.852311:21.564836 44.852348:21.564746 44.852390:21.564667 44.852449:21.564595 44.852573:21.564479 44.852679:21.564416 44.852768:21.564399 44.852900:21.564413 44.853029:21.564488 44.853152:21.564608 44.853239:21.564720 44.853324:21.564869 44.853442:21.565101 44.853554:21.565325 44.853657:21.565494 44.853811:21.565704 44.853947:21.565842 44.854053:21.565925 44.854180:21.565991 44.854307:21.566035 44.854417:21.566052 44.854539:21.566054 44.854652:21.566030 44.854786:21.565990 44.854901:21.565933 44.855001:21.565859 44.855101:21.565764 44.855215:21.565622 44.855334:21.565428 44.855454:21.565183 44.855591:21.564872 44.855741:21.564529 44.855849:21.564332 44.855959:21.564193 44.856068:21.564105 44.856204:21.564054 44.856369:21.564061 44.856499:21.564101 44.856621:21.564151 44.856768:21.564215 44.856943:21.564267 44.857111:21.564275 44.857331:21.564261 44.857348:21.564262 44.857514:21.564269 44.857655:21.564311 44.857779:21.564383 44.857887:21.564502 44.857962:21.564653 44.858009:21.564803 44.858032:21.564951 44.858037:21.565096 44.858018:21.565268 44.857961:21.565426 44.857890:21.565568 44.857801:21.565728 44.857503:21.566209
17167,44.779435:21.552343 44.779323:21.552687
17168,44.779323:21.552687 44.779155:21.553117 44.779039:21.553334 44.778893:21.553556
17169,46.530975:24.594649 46.531022:24.594631 46.531062:24.594592 46.531092:24.594537 46.531109:24.594471
17170,46.477485:24.463941 46.477643:24.463664 46.477815:24.463436 46.477921:24.463329 46.478027:24.463250 46.478184:24.463183 46.478326:24.463157 46.478501:24.463163 46.478670:24.463232 46.478805:24.463330 46.478934:24.463466 46.479033:24.463608 46.479121:24.463767 46.479205:24.463993 46.479253:24.464227 46.479266:24.464514 46.479238:24.464792 46.479189:24.464992 46.479108:24.465171 46.479005:24.465370 46.478914:24.465491 46.478798:24.465615 46.478670:24.465692 46.478491:24.465749 46.478312:24.465767 46.478188:24.465758 46.478064:24.465719 46.477998:24.465687 46.477932:24.465639 46.477840:24.465548 46.477778:24.465480 46.477706:24.465386 46.477592:24.465215 46.477412:24.464910
17171,46.475974:24.462201 46.476252:24.462817 46.476298:24.462945 46.476358:24.463124 46.476394:24.463307 46.476417:24.463473 46.476432:24.463638 46.476442:24.464160 46.476428:24.465454 46.476393:24.466562 46.476160:24.469042
17172,46.510285:24.518692 46.510310:24.518799 46.510354:24.518892 46.510414:24.518964 46.510484:24.519010 46.510582:24.519026 46.510678:24.518992 46.510760:24.518913 46.510819:24.518797 46.510847:24.518660 46.510841:24.518517
17173,46.510841:24.518517 46.510813:24.518412 46.510766:24.518322 46.510705:24.518254
17174,46.510705:24.518254 46.510636:24.518214 46.510563:24.518200 46.510490:24.518215
17175,46.510490:24.518215 46.510420:24.518257 46.510361:24.518325 46.510316:24.518413
17176,46.510316:24.518413 46.510292:24.518494 46.510281:24.518580 46.510285:24.518692
17177,46.759223:24.507876 46.759589:24.509803 46.759722:24.510691 46.759968:24.513057 46.760100:24.514411 46.760137:24.514575 46.760190:24.514706 46.760242:24.514795 46.760341:24.514926 46.760584:24.515166 46.760732:24.515272 46.761010:24.515414 46.761311:24.515503 46.761912:24.515672 46.762554:24.515835 46.763084:24.515956
17178,46.765240:24.517601 46.765304:24.517734 46.765911:24.518935 46.766102:24.519318 46.766232:24.519631 46.766285:24.519815 46.766331:24.520088 46.766343:24.520243 46.766343:24.520396 46.766397:24.522441 46.766419:24.522583 46.766457:24.522686 46.766483:24.522732 46.766822:24.523025 46.766891:24.523120 46.766943:24.523213 46.766987:24.523402 46.766999:24.523545 46.766994:24.523734 46.766944:24.524083 46.766855:24.524408 46.766644:24.525093 46.766330:24.526228
17179,46.759202:24.507767 46.759223:24.507876
17180,46.763847:24.516101 46.764003:24.516121
17181,46.723469:25.600804 46.723394:25.600254 46.723386:25.600198 46.723273:25.599374 46.723234:25.599091 46.723196:25.598824 46.723169:25.598635 46.723160:25.598576
17182,46.723084:25.598589 46.723106:25.598751
17183,46.723106:25.598751 46.723118:25.598837 46.723196:25.599397
17184,46.723005:25.598406 46.722874:25.598543
17185,46.723184:25.598123 46.723227:25.597885 46.723300:25.597479
17186,46.723300:25.597479 46.723316:25.597396 46.723405:25.596952 46.723593:25.595962 46.723643:25.595703 46.723841:25.594699 46.724003:25.593761 46.724034:25.593538 46.724063:25.593339 46.724069:25.593206 46.724069:25.592927 46.724037:25.591071 46.724066:25.590652 46.724137:25.590154
17187,46.723178:25.598317 46.723173:25.598186
17188,46.723173:25.598186 46.723112:25.598281
17189,46.722874:25.598543 46.722993:25.598558 46.723050:25.598566
17190,46.722874:25.598543 46.722951:25.598591 46.723001:25.598630 46.723049:25.598681 46.723106:25.598751
17191,46.531400:24.593848 46.531298:24.593993 46.531229:24.594119 46.531182:24.594180 46.531130:24.594224 46.531050:24.594273
17192,46.531109:24.594471 46.531192:24.594358 46.531267:24.594247 46.531368:24.594049 46.531400:24.593848
17193,46.528030:24.597952 46.527897:24.598059 46.527813:24.598145 46.527670:24.598289 46.527493:24.598472
17194,46.530842:24.594549 46.530724:24.594827 46.530711:24.594858 46.530654:24.594986 46.530617:24.595145
17195,46.530617:24.595145 46.530720:24.595061 46.530771:24.594977 46.530788:24.594949 46.530847:24.594852 46.530903:24.594762 46.530975:24.594649
17196,46.530868:24.594293 46.530850:24.594320 46.530832:24.594367 46.530824:24.594427
17197,46.530842:24.594549 46.530872:24.594603 46.530900:24.594630 46.530935:24.594646 46.530975:24.594649
17198,43.986899:25.363784 43.986675:25.363463
17199,43.984850:25.360887 43.984248:25.360038 43.980384:25.354588
17200,43.986811:25.360084 43.987146:25.358905
17201,43.986084:25.362843 43.986165:25.362901 43.986210:25.362943 43.986316:25.363066 43.986476:25.363275 43.986575:25.363340
17202,43.991652:25.343385 43.992047:25.341966 43.992545:25.340229 43.992880:25.339070 43.993234:25.337843 43.993628:25.336478 43.993991:25.335225 43.994409:25.333827 43.994873:25.332325 43.995306:25.330965 43.995716:25.329733 43.996069:25.328666 43.996435:25.327582 43.996684:25.326837 43.996943:25.326051 43.997271:25.325064 43.997623:25.324014 43.998050:25.322773 43.998352:25.321874 43.998628:25.321041 43.998943:25.320094 43.999185:25.319357 43.999488:25.318465 43.999763:25.317650 44.000031:25.316843 44.000261:25.316142 44.000532:25.315342 44.000812:25.314518 44.001076:25.313726 44.001127:25.313572 44.001394:25.312758 44.001660:25.311945 44.001877:25.311275 44.002005:25.310853 44.002087:25.310578 44.002282:25.309880 44.002447:25.309310 44.002590:25.308766 44.002697:25.308352 44.002802:25.307914 44.002969:25.307217 44.003178:25.306369 44.003389:25.305505 44.003591:25.304662 44.003790:25.303816 44.004028:25.302826 44.004264:25.301826 44.004532:25.300699 44.004732:25.299859 44.004937:25.299007 44.005174:25.298020 44.005410:25.297048 44.005616:25.296177 44.005842:25.295185 44.006083:25.294189 44.006251:25.293480 44.006484:25.292496 44.006718:25.291515 44.006957:25.290515 44.007242:25.289374 44.007276:25.289232 44.007379:25.288802 44.007609:25.287820 44.007847:25.286823 44.008091:25.285822 44.008341:25.284844 44.008610:25.283846 44.008849:25.283026
17203,44.016915:25.213671 44.016196:25.213384
17204,44.015572:25.254915 44.015733:25.254094 44.015893:25.253273 44.016037:25.252548 44.016181:25.251824 44.016289:25.251249 44.016350:25.250900 44.016400:25.250601 44.016430:25.250357 44.016450:25.250067 44.016459:25.249689 44.016455:25.249355 44.016433:25.249007 44.016408:25.248692 44.016371:25.248285 44.016330:25.247856 44.016285:25.247336 44.016241:25.246836
17205,44.013460:25.270064 44.013607:25.269734 44.013747:25.269407 44.013882:25.269074 44.014070:25.268648 44.014478:25.267776 44.014681:25.267339 44.014797:25.267067 44.014916:25.266753 44.015013:25.266469 44.015095:25.266184 44.015173:25.265867 44.015225:25.265558 44.015260:25.265287 44.015277:25.265032 44.015282:25.264819 44.015281:25.264589 44.015272:25.264305 44.015237:25.263791 44.015186:25.263095 44.015114:25.262168 44.015079:25.261470 44.015042:25.260997 44.014982:25.260257 44.014921:25.259529 44.014902:25.259154 44.014900:25.258898 44.014905:25.258672 44.014922:25.258440 44.014945:25.258225 44.014972:25.258024 44.015012:25.257800 44.015075:25.257500 44.015202:25.256799 44.015365:25.255963 44.015437:25.255599 44.015510:25.255226 44.015572:25.254915
17206,44.018732:25.229012 44.018731:25.228944 44.018737:25.228885 44.018755:25.228784 44.018830:25.228436 44.018903:25.228086 44.018985:25.227672 44.019058:25.227293 44.019139:25.226916 44.019159:25.226726
17207,44.017519:25.233709 44.017562:25.233535
17208,44.020749:25.219768 44.020762:25.219620 44.020785:25.219351 44.020794:25.219090 44.020789:25.218801 44.020777:25.218569 44.020755:25.218312 44.020727:25.218082 44.020690:25.217855 44.020652:25.217655 44.020609:25.217455 44.020540:25.217182 44.020466:25.216934 44.020409:25.216763 44.020324:25.216541 44.020227:25.216327 44.020125:25.216110 44.019988:25.215857 44.019895:25.215699 44.019774:25.215511 44.019659:25.215352 44.019515:25.215177 44.019404:25.215051 44.019247:25.214893 44.019110:25.214775 44.018979:25.214658 44.018866:25.214578 44.018764:25.214504
17209,44.115563:24.965207 44.115389:24.965435 44.115339:24.965496 44.115157:24.965731 44.114942:24.966001 44.114753:24.966237
17210,45.922836:23.340642 45.922437:23.341229
17211,45.921589:23.343995 45.921547:23.344326 45.921530:23.344534 45.921520:23.344703 45.921513:23.345010 45.921526:23.345302 45.921541:23.345482 45.921552:23.345603 45.921583:23.345806
17212,43.989978:25.349092 43.990113:25.348671
17213,43.988334:25.354757 43.988648:25.353681 43.988923:25.352733 43.989217:25.351735 43.989547:25.350628 43.989791:25.349719
17214,44.018200:25.214190 44.018045:25.214124 44.017694:25.213981 44.017313:25.213833 44.016915:25.213671
17215,44.016044:25.213328 44.015764:25.213215 44.015507:25.213112 44.015239:25.213006 44.015129:25.212965
17216,44.117053:24.963170 44.117045:24.963064 44.117045:24.962984 44.117055:24.962902 44.117081:24.962756 44.117113:24.962626 44.117130:24.962484
17217,44.116559:24.963787 44.116468:24.963939 44.116439:24.963988
17218,44.034255:25.113151 44.033935:25.113799 44.033502:25.114667 44.033181:25.115315 44.032831:25.116031 44.032404:25.116894 44.031872:25.117958 44.031848:25.118012 44.031648:25.118410 44.031481:25.118743
17219,44.029868:25.121907 44.029763:25.122117 44.029606:25.122436 44.029445:25.122758 44.029337:25.122971
17220,44.031481:25.118743 44.030966:25.119758 44.030593:25.120496 44.030257:25.121153 44.029868:25.121907
17221,46.723436:25.600911 46.723469:25.600804
17222,45.809226:24.146830 45.809096:24.146752 45.808730:24.146520
17223,44.116559:24.963787 44.116605:24.963738 44.116689:24.963593 44.116758:24.963489 44.116796:24.963454 44.116835:24.963428 44.116871:24.963410
17224,45.415242:27.582791 45.414846:27.584235 45.414429:27.585943 45.414131:27.587204 45.413850:27.588362 45.413611:27.589551 45.413332:27.590725
17225,45.411227:27.599276 45.411068:27.599913 45.410991:27.600234 45.410589:27.601881 45.410180:27.603619 45.408332:27.611199 45.407858:27.613194 45.406599:27.618379 45.406252:27.619753 45.406146:27.620226 45.405919:27.621169
